"COLLECTOR_SAMPLE_ID","COLLECTOR_STATION_NAME","YEAR","MONTH","DAY","LATITUDE","LONGITUDE","START_DEPTH","METHOD","DATA_VALUE","Date","median","mean","geomean","validn","sd","filtmean","cv"
241201,"P5",2003,1,16,44.93333,-66.84999,1,"Chl_a",0.30755,"2003-01-16",1.34657925367355,1.34795518219471,1.34772439573125,24,0.0254799568253684,1.34823562882163,0.0170260802801271
241217,"P5",2003,2,28,44.93333,-66.84999,1,"Chl_a",0.38566,"2003-02-28",1.86268091201782,1.87081992058527,1.86991328692788,21,0.0593788937561221,1.8824724209936,0.0259804040671026
257114,"MFD-SETNO032",2003,7,6,44.11966,-66.58466,5,"Chl_a",1.71789,"2003-07-06",0.304905325174332,0.306406237862327,0.306211697018873,22,0.0111620736995162,0.308263006806374,0.0320565618659511
257118,"MFD-SETNO033",2003,7,6,44.32966,-66.652,5,"Chl_a",3.58584,"2003-07-06",0.384558379650116,0.370235567583757,0.368255039630334,17,0.0385950706341648,0.379552851120631,0.0792645144903347
257122,"MFD-SETNO034",2003,7,6,44.29733,-66.6045,5,"Chl_a",1.56172,"2003-07-06",0.368627518415451,0.364781859375182,0.364187831931707,21,0.0210269995631233,0.36990074725712,0.0332378169081862
257126,"MFD-SETNO035",2003,7,6,44.43783,-66.442,5,"Chl_a",5.45672,"2003-07-06",0.393096372485161,0.395307896865739,0.394716970419646,18,0.0222869397823087,0.395370980724692,0.0489700462906056
257130,"MFD-SETNO036",2003,7,6,44.467,-66.54366,5,"Chl_a",5.56066,"2003-07-06",0.534781992435455,0.535208495333791,0.534391921131464,16,0.0305190510979823,0.538458475699792,0.0423277063866227
257134,"MFD-SETNO037",2003,7,6,44.52233,-66.33033,5,"Chl_a",6.652,"2003-07-06",0.609901905059814,0.609521816174189,0.609292772147994,18,0.0171638741256985,0.609901171177626,0.0224352871585134
257138,"MFD-SETNO038",2003,7,6,44.6055,-66.33483,5,"Chl_a",4.62522,"2003-07-06",0.57120281457901,0.565385493967268,0.564237145222733,18,0.0369214130453758,0.562248980998993,0.0533267136714543
257154,"MFD-SETNO043",2003,7,6,45.26083,-65.08933,5,"Chl_a",1.11056,"2003-07-06",1.08464097976685,1.08464097976685,1.08453996479172,2,0.020934171067967,1.08464097976685,0.019300553324536
240706,"P5",2004,2,17,44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.312,"2004-02-17",1.65301918983459,1.65605545043945,1.65598728729669,3,0.0184183864291127,1.65605545043945,0.0111218416172147
263997,"MFD-SETNO061",2004,7,13,44.8613,-65.8537,5,"Chl_a",0.607,"2004-07-13",3.30409097671509,3.35127055644989,3.3412202337029,16,0.267101282601459,3.35335220609392,0.0697008801120386
241306,"P5",2004,11,16,44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.636,"2004-11-16",1.34316170215607,1.33980965614319,1.338656623671,18,0.0569382917798486,1.34678107149461,0.0372375466900655
241376,"P5",2006,1,13,44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.39,"2006-01-13",1.49466150999069,1.50183811187744,1.50127854400617,20,0.0422596619140676,1.49633602535023,0.0202965824006027
241400,"P5",2006,5,17,44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",1.407,"2006-05-17",0.914983481168747,0.852565956612428,0.83666496711588,12,0.151618773059522,0.916577929258347,0.0208203258930932
239725,"P5",2006,10,13,44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",1.358,"2006-10-13",0.921815276145935,0.915013134479523,0.881196541232692,5,0.275505437998508,0.915013134479523,0.301094517244521
304824,"MFD-SETNO048",2007,7,13,44.24988,-66.79471,5,"Chl_a_Holm-Hansen_sF",2.216,"2007-07-13",0.380009740591049,0.403907348712285,0.399743687083954,9,0.0615820811201804,0.403907348712285,0.152465859600012
321096,"MFD-SETNO075",2008,3,17,44.1173,-67.25131,5,"Chl_a_Holm-Hansen_sF",0.311,"2008-03-17",1.07154357433319,1.07069104909897,1.07060624059285,8,0.0143878305005585,1.07069104909897,0.0134378918294558
321098,"MFD-SETNO076",2008,3,17,44.32801,-67.10483,6,"Chl_a_Holm-Hansen_sF",0.272,"2008-03-17",0.531367063522339,0.532222737868627,0.52820300665085,12,0.0672267027849843,0.534896659851074,0.0931270231696817
321104,"MFD-SETNO080",2008,3,18,45.19248,-65.54065,5,"Chl_a_Holm-Hansen_sF",0.415,"2008-03-18",6.66216778755188,6.67510619163513,6.67478398466935,10,0.0691975882855167,6.66356844372219,0.00935892559860391
321108,"MFD-SETNO082",2008,3,18,45.20528,-65.07435,5,"Chl_a_Holm-Hansen_sF",0.615,"2008-03-18",4.37274956703186,4.45830341747829,4.44916394384465,14,0.298070868108372,4.4172446177556,0.0601869305262267
321110,"MFD-SETNO083",2008,3,18,44.90835,-65.98188,5,"Chl_a_Holm-Hansen_sF",0.237,"2008-03-18",1.35569149255753,1.35075583060582,1.35031921182479,6,0.0375053707288921,1.35075583060582,0.0277662105016202
321106,"MFD-SETNO081",2008,3,18,45.3084,-65.35786,6,"Chl_a_Holm-Hansen_sF",0.534,"2008-03-18",10.0844659805298,9.95913894971212,9.95371896918217,12,0.340504991028747,10.071741771698,0.0237316511615149
321338,"MFD-SETNO054",2008,7,12,44.83601,-65.99061,5,"Chl_a_Holm-Hansen_sF",1.513,"2008-07-12",0.327665269374847,0.32030128030216,0.319736286808552,17,0.0193066946756367,0.327501465167318,0.0361289294143218
321342,"MFD-SETNO055",2008,7,12,44.94561,-65.65711,5,"Chl_a_Holm-Hansen_sF",1.413,"2008-07-12",0.063706748187542,0.0606707436343034,0.0599495559822488,15,0.0090463592095889,0.0622416628258569,0.111621062633162
321346,"MFD-SETNO056",2008,7,12,45.10045,-65.24081,5,"Chl_a_Holm-Hansen_sF",1.527,"2008-07-12",0.589411616325378,0.588418185710907,0.58536170710811,16,0.0611659686321209,0.596091190973918,0.0918738115435995
321350,"MFD-SETNO057",2008,7,12,45.20028,-65.24903,5,"Chl_a_Holm-Hansen_sF",1.222,"2008-07-12",0.817074656486511,0.824537459346983,0.823848291564819,18,0.0349330249878893,0.816220391541719,0.0326566482506473
321354,"MFD-SETNO058",2008,7,12,45.34326,-65.22046,5,"Chl_a_Holm-Hansen_sF",1.145,"2008-07-12",1.15524405241013,1.15777354770237,1.15746614223374,18,0.0274329468553386,1.15531845887502,0.0167421176873267
321358,"MFD-SETNO059",2008,7,12,45.21236,-65.42635,5,"Chl_a_Holm-Hansen_sF",1.184,"2008-07-12",1.55503785610199,1.53500359899857,1.53301291553633,17,0.0794156681994662,1.54926145928247,0.0322312843120683
321362,"MFD-SETNO060",2008,7,12,45.12563,-65.61236,5,"Chl_a_Holm-Hansen_sF",0.693,"2008-07-12",0.284424155950546,0.288824715216955,0.288557454934421,15,0.0128866632475477,0.287350841930934,0.0417244377067901
321366,"MFD-SETNO061",2008,7,12,45.03323,-65.95633,5,"Chl_a_Holm-Hansen_sF",1.756,"2008-07-12",0.303200349211693,0.316570296883583,0.314831641828995,12,0.0355327086693106,0.303882840275764,0.0709915601847062
321369,"MFD-SETNO062",2008,7,12,45.15733,-66.14496,5,"Chl_a_Holm-Hansen_sF",1.451,"2008-07-12",2.08035898208618,2.09734827280045,2.09432096806716,10,0.118031942515939,2.11962405840556,0.047391441756523
321373,"MFD-SETNO063",2008,7,12,44.988,-66.14655,5,"Chl_a_Holm-Hansen_sF",4.429,"2008-07-12",0.895059764385223,0.888300597667694,0.887230635942737,16,0.0447900108159276,0.89411149819692,0.0443240203818236
321389,"MFD-SETNO068",2008,7,13,44.04158,-66.94405,5,"Chl_a_Holm-Hansen_sF",0.429,"2008-07-13",0.277595490217209,0.275003018379211,0.274697610530591,25,0.0132588032979553,0.273614817044952,0.0397563085657067
321396,"MFD-SETNO070",2008,7,13,43.70215,-67.17958,5,"Chl_a_Holm-Hansen_sF",0.322,"2008-07-13",0.242893077433109,0.241962790489197,0.241866632250926,22,0.00696425555924848,0.24213517540031,0.0223456603346019
327417,"WV",2008,10,14,44.99331,-66.73933,1,"Chl_a_Holm-Hansen_sF",1.252,"2008-10-14",0.348146289587021,0.355733727415403,0.352982109034047,6,0.0491846072831709,0.33949933052063,0.0953200191645928
239870,"P5",2009,3,16,44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.415,"2009-03-16",1.84216618537903,1.84913780408747,1.84858301509669,17,0.0469197774918029,1.84287832677364,0.0219597154634079
326981,"MFD-SETNO063",2009,7,9,45.3259,-65.0501,5,"Chl_a_Holm-Hansen_sF",0.935,"2009-07-09",0.912704706192017,0.919023759365082,0.916954296272679,25,0.0631400286034756,0.910266448622165,0.0635552828027582
326983,"MFD-SETNO064",2009,7,9,45.3184,-65.2187,5,"Chl_a_Holm-Hansen_sF",0.935,"2009-07-09",1.11538577079773,1.10144861698151,1.09993505231742,25,0.0582506232430341,1.11152451971303,0.0434891764780918
326985,"MFD-SETNO065",2009,7,9,45.3768,-65.229,5,"Chl_a_Holm-Hansen_sF",0.87,"2009-07-09",0.908152520656586,0.885344767570496,0.875368690920027,25,0.131384116511026,0.906970438749894,0.123973705790405
326988,"MFD-SETNO066",2009,7,9,45.2193,-65.7512,5,"Chl_a_Holm-Hansen_sF",0.902,"2009-07-09",1.17915642261505,1.11209186077118,1.07931607109032,25,0.258739800361399,1.15432540230129,0.192902183085681
326992,"MFD-SETNO067",2009,7,9,45.0403,-65.9235,5,"Chl_a_Holm-Hansen_sF",4.608,"2009-07-09",0.342457354068756,0.349102590084076,0.347945243002019,25,0.0292370469142939,0.343865960836411,0.0630053425901228
326996,"MFD-SETNO068",2009,7,9,44.8704,-66.8616,5,"Chl_a_Holm-Hansen_sF",1.156,"2009-07-09",0.145616292953491,0.135908966511488,0.129411889397238,10,0.0384234967195183,0.145069032907486,0.18457482304254
327000,"MFD-SETNO069",2009,7,9,44.7899,-66.7052,5,"Chl_a_Holm-Hansen_sF",0.783,"2009-07-09",0.834151148796082,0.833559949398041,0.83262233008612,25,0.0400753961885559,0.840386024543217,0.0336127265693919
330752,"MFD-SETNO070",2009,7,9,44.7331,-66.5947,5,"Chl_a_Holm-Hansen_sF",3.48,"2009-07-09",0.839843660593033,0.831201247193597,0.83096197940335,22,0.020165354809711,0.836142987012863,0.0153834426225633
330756,"MFD-SETNO071",2009,7,10,44.4193,-66.7822,5,"Chl_a_Holm-Hansen_sF",4.802,"2009-07-10",0.273045152425766,0.304908791184425,0.29682203083814,10,0.0749736497559344,0.304908791184425,0.245888776983758
330760,"MFD-SETNO072",2009,7,10,44.3417,-67.133,5,"Chl_a_Holm-Hansen_sF",2.965,"2009-07-10",0.351561844348907,0.353526852347634,0.350510367838101,11,0.0486206184495113,0.345871517062187,0.126369466517127
330764,"MFD-SETNO073",2009,7,10,44.1399,-67.2517,5,"Chl_a_Holm-Hansen_sF",2.062,"2009-07-10",0.563234448432922,0.561993485147303,0.561287301696535,11,0.0294924774657745,0.561993485147303,0.0524783262532737
330768,"MFD-SETNO074",2009,7,10,43.8135,-67.1078,5,"Chl_a_Holm-Hansen_sF",0.659,"2009-07-10",0.599656045436859,0.594092706839244,0.593508128722409,9,0.0279984107037739,0.588417515158653,0.0403823685792467
330772,"MFD-SETNO075",2009,7,10,43.7371,-67.0935,5,"Chl_a_Holm-Hansen_sF",1.74,"2009-07-10",0.59396755695343,0.601845709177164,0.601175805777524,13,0.0297766407541129,0.597570165991783,0.0445276051788242
330776,"MFD-SETNO076",2009,7,10,43.5775,-67.0304,5,"Chl_a_Holm-Hansen_sF",0.833,"2009-07-10",0.659983456134796,0.653981219638478,0.653689278058139,11,0.0203940002173765,0.661247597800361,0.0210199182765684
239895,"P5",2009,8,17,44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",1.303,"2009-08-17",0.153580039739609,0.14660597431163,0.121317984781978,15,0.0824450550358122,0.14660597431163,0.5623580854936
240810,"P5",2009,11,18,44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.846,"2009-11-18",1.27482187747955,1.27937954313615,1.27884679386168,17,0.0381249563943219,1.27433532476425,0.0227855455731397
240865,"Prince 5",2010,10,12,44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",1.03,"2010-10-12",0.936615794897079,0.942764574289322,0.942367422772813,20,0.0280508833851328,0.943827241659164,0.0247292321079318
352706,"Wolves",2011,2,17,44.99331,-66.73933,1,"Chl_a_Holm-Hansen_sF",0.355,"2011-02-17",1.74872595071793,1.77501409500837,1.77077376301134,16,0.131211358388857,1.73358938523701,0.0363550322779859
352714,"Wolves",2011,3,15,44.99331,-66.73933,1,"Chl_a_Holm-Hansen_sF",0.373,"2011-03-15",3.49353885650635,3.49924714565277,3.49868467722654,10,0.0662496029092748,3.48694531122843,0.0163117210733742
352728,"Pass Bay",2011,4,6,45.0666666666667,-66.9666666666667,0,"StAndrew",0.546582089552239,"2011-04-06",0.745356321334839,0.75206637696216,0.751240451630775,19,0.0359716196982407,0.749553237110376,0.0295259744054036
352722,"Wolves",2011,4,6,44.9934333333333,-66.7393,0,"StAndrew",0.476102686567164,"2011-04-06",2.22056269645691,2.2384199111358,2.2331939851455,23,0.156774996959862,2.23761174553319,0.0519441200480777
371630,"Stn 46",2011,4,12,44.8933333333333,-66.6675,0,"StAndrew",0.462877611940299,"2011-04-12",1.34316146373749,1.34439994459567,1.34412591764509,23,0.0276621369475825,1.34929088751475,0.0172948855125312
240895,"Prince 5",2011,4,15,44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.462,"2011-04-15",2.35280871391296,2.32455628851186,2.32330252201916,23,0.0771484463208788,2.34032271021888,0.0251254577626824
352730,"Wolves",2011,4,15,44.99331,-66.73933,1,"Chl_a_Holm-Hansen_sF",0.406,"2011-04-15",3.62594604492188,3.73283203081651,3.71632276333433,22,0.383617044429916,3.62236198186874,0.0402675317984557
322823,"Stn 46",2011,5,31,44.8933333333333,-66.6675,0,"StAndrew",0.370852761324042,"2011-05-31",1.48440766334534,1.48407278341406,1.48404624157208,17,0.00913773154931949,1.48463567097982,0.00452227082169844
322824,"Stn 57",2011,5,31,44.84305,-66.59445,0,"StAndrew",0.858432857142857,"2011-05-31",2.09289813041687,2.09096793028025,2.09093081919657,13,0.0129568798318185,2.09270689884822,0.00565917733807347
376021,"Wolves",2011,5,31,44.9934333333333,-66.7393,0,"StAndrew",0.653862675958188,"2011-05-31",0.735112369060516,0.71089675209739,0.708129398155169,11,0.0631989723565734,0.725549209117889,0.0586995216614348
322825,"Stn 46",2011,6,7,44.8933333333333,-66.6675,0,"StAndrew",1.48795028571429,"2011-06-07",1.27140629291534,1.26969863474369,1.26965889934007,8,0.0107357668317915,1.26969863474369,0.0084553661302146
322826,"Stn 57",2011,6,7,44.84305,-66.59445,0,"StAndrew",2.270078,"2011-06-07",1.35682857036591,1.35493126180437,1.35484387504379,9,0.0162681230165976,1.3592501282692,0.00773723373798414
376031,"Wolves",2011,6,7,44.9934333333333,-66.7393,0,"StAndrew",1.869476,"2011-06-07",0.26735845208168,0.274061264263259,0.262659417342161,9,0.0818213739136771,0.274061264263259,0.298551399204963
322833,"Stn 46",2011,6,21,44.8933333333333,-66.6675,0,"StAndrew",0.862248114285714,"2011-06-21",1.1108295917511,1.12571090857188,1.12477332806724,15,0.0477499798675357,1.11328353331639,0.0335787951683383
322834,"Stn 57",2011,6,21,44.84305,-66.59445,0,"StAndrew",1.05873385714286,"2011-06-21",1.55047988891602,1.55210990565164,1.55146763571153,7,0.0481479162938322,1.55210990565164,0.0310209451782461
353276,"MFD-SETNO047",2011,7,10,43.8112,-66.3772,5,"Chl_a_Holm-Hansen_sF",1.79,"2011-07-10",0.28783854842186,0.293698626756668,0.292665451579888,20,0.0254495363741598,0.291118244914448,0.073148167891714
322854,"Stn 65",2011,7,10,44.7877833333333,-66.59695,0,"StAndrew",4.07527304181185,"2011-07-10",0.252565711736679,0.246750490532981,0.245599504056384,9,0.0247219612956431,0.252281336113811,0.0776590357385295
322855,"Stn 66",2011,7,10,44.7891666666667,-66.5141666666667,0,"StAndrew",0.626329108013937,"2011-07-10",0.237774908542633,0.235498326520125,0.232645919283726,12,0.0379356712483175,0.235270661115646,0.124384183842368
322856,"Stn 59",2011,7,10,44.8448833333333,-66.4342333333333,0,"StAndrew",1.669175,"2011-07-10",0.266218602657318,0.269219107248566,0.267646418828436,11,0.0304218909492313,0.26887391673194,0.0753439260817381
353280,"MFD-SETNO049",2011,7,11,44.121,-66.4008,5,"Chl_a_Holm-Hansen_sF",1.749,"2011-07-11",0.143340364098549,0.148649932609664,0.145510222993604,9,0.0322596810532058,0.142202718183398,0.194096084530066
353284,"MFD-SETNO050",2011,7,11,44.5373,-66.4125,5,"Chl_a_Holm-Hansen_sF",2.42,"2011-07-11",0.163819774985313,0.166853631536166,0.166541076125369,15,0.0105564986997549,0.168045447341033,0.0586284219879094
353288,"MFD-SETNO051",2011,7,11,44.416,-66.5807,5,"Chl_a_Holm-Hansen_sF",1.257,"2011-07-11",0.543884992599487,0.542748401562373,0.542575003745734,12,0.0143465883375015,0.542292934656143,0.0204713761322044
353292,"MFD-SETNO052",2011,7,11,44.6425,-66.3375,5,"Chl_a_Holm-Hansen_sF",0.984,"2011-07-11",0.195675551891327,0.193855565786362,0.193754312684001,15,0.00644776655316234,0.1956758751319,0.023740555583762
353363,"MFD-SETNO071",2011,7,13,44.827,-66.836,5,"Chl_a_Holm-Hansen_sF",2.571,"2011-07-13",0.846672832965851,0.848678832054138,0.847019278080788,25,0.054106411086847,0.855565459955306,0.0505842944867519
353367,"MFD-SETNO072",2011,7,13,44.4005,-66.8903,5,"Chl_a_Holm-Hansen_sF",0.492,"2011-07-13",0.492672979831696,0.527841967344284,0.522927720454137,10,0.0786373580756682,0.495091758668423,0.0857772839108994
353379,"MFD-SETNO075",2011,7,13,43.757,-67.332,5,"Chl_a_Holm-Hansen_sF",0.357,"2011-07-13",0.345871925354004,0.347281740903854,0.346096415594161,25,0.0294383353862742,0.346250043028877,0.0635673450829776
353383,"MFD-SETNO077",2011,7,13,43.6898,-67.1587,5,"Chl_a_Holm-Hansen_sF",0.293,"2011-07-13",0.339042812585831,0.339680032730103,0.339647733577456,25,0.00478382599895009,0.339584806135723,0.00957547802522732
376083,"Deadmans",2011,7,19,45.0477666666667,-66.7778166666667,0,"StAndrew",11.5625234920904,"2011-07-19",1.51402473449707,1.52314027150472,1.52236283829577,3,0.059761890513436,1.52314027150472,0.0392359729641951
322861,"Stn 46",2011,7,19,44.8933333333333,-66.6675,0,"StAndrew",4.8984134440678,"2011-07-19",0.718035370111465,0.726418982852589,0.724315281582286,22,0.0571214767028111,0.719414165145473,0.0595408827848562
322862,"Stn 57",2011,7,19,44.84305,-66.59445,0,"StAndrew",1.84005966779661,"2011-07-19",0.914982348680496,0.913431278683922,0.913069220912512,22,0.0263059166983417,0.911388287418767,0.0214166780934308
322868,"Stn 57",2011,8,9,44.84305,-66.59445,0,"StAndrew",2.10545841016949,"2011-08-09",0.833012402057648,0.823998413085937,0.821184888901899,25,0.0687869439572003,0.834053866241289,0.0742371710672134
376103,"Wolves",2011,8,9,44.9934333333333,-66.7393,0,"StAndrew",4.03904266440678,"2011-08-09",0.372042328119278,0.354066236615181,0.345338747472421,25,0.0757668949182082,0.368088735001428,0.148072362145296
376123,"Deadmans",2011,8,23,45.0477666666667,-66.7778166666667,0,"StAndrew",2.19139548813559,"2011-08-23",2.6871395111084,2.90503439903259,2.75697688744241,5,1.08601378858393,2.4609882235527,0.206417366271241
322871,"Stn 46",2011,8,23,44.8933333333333,-66.6675,0,"StAndrew",2.01952133220339,"2011-08-23",1.04820203781128,1.03909194946289,1.038734584073,25,0.0276346858426743,1.04814692905971,0.0184124278046895
322872,"Stn 57",2011,8,23,44.84305,-66.59445,0,"StAndrew",1.99803706271187,"2011-08-23",0.82390683889389,0.823722608089447,0.823666952766729,25,0.00978573015535939,0.82126581939784,0.00916918515063971
22161,"Prince 5",2011,9,12,44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",0.754,"2011-09-12",0.432356774806976,0.430871946656186,0.430017517052108,23,0.0275490092230615,0.433494122326374,0.0513167041803132
22173,"Prince5",2011,11,18,44.93481,-66.85399,1,"Chl_a_Holm-Hansen_sF",0.658,"2011-11-18",2.06097984313965,2.02496619224548,2.02420300177889,5,0.0616797430072767,2.04901400208473,0.0170269638069107
22183,"Prince 5",2012,1,16,44.93071,-66.84946,1,"Chl_a",0.2946,"2012-01-16",2.44174122810364,2.43804650306702,2.43784070976105,25,0.0322502947459654,2.44635327295824,0.00974020204169947
22198,"Prince 5",2012,4,16,44.93071,-66.84946,1,"Chl_a",0.987,"2012-04-16",1.67808258533478,1.67808254559835,1.67807841765406,3,0.00455862283719654,1.67808254559835,0.00271656650571447
