"COLLECTOR_SAMPLE_ID","COLLECTOR_STATION_NAME","YEAR","MONTH","DAY","LATITUDE","LONGITUDE","START_DEPTH","METHOD","DATA_VALUE","Date","median","mean","geomean","validn","sd","filtmean","cv"
383153,"Stn 82",2012,6,28,44.6781666666667,-66.4352,0,"StAndrew",1.42039956875509,"2012-06-28",0.268494814634323,0.269297987222672,0.269102618727332,17,0.0105802584230461,0.269253309567769,0.0345023770464834
383138,"Stn 46",2012,6,28,44.8933333333333,-66.6675,0,"StAndrew",1.40505441212368,"2012-06-28",1.08350193500519,1.08805617865394,1.08775908438912,17,0.0263142506074797,1.08684142430623,0.0188405498024258
383151,"Stn 60",2012,6,28,44.8397666666667,-66.3586333333333,0,"StAndrew",1.64885544344996,"2012-06-28",0.183161564171314,0.188022444871339,0.186816759442349,22,0.0223484438808293,0.183274807035923,0.0904084081648547
383154,"Stn 81",2012,6,28,44.67925,-66.5191833333333,0,"StAndrew",1.4799967534581,"2012-06-28",0.232084557414055,0.226623660326004,0.226049040672085,15,0.0160627916409428,0.229809382132121,0.0464438554323815
383160,"Stn 57",2012,7,3,44.84305,-66.59445,0,"StAndrew",2.11570005695688,"2012-07-03",1.3249374628067,1.45807900212028,1.40660995804573,11,0.422779863705587,1.37806745767593,0.251748906194433
371318,"Wolves",2012,7,3,44.9934333333333,-66.7393,0,"StAndrew",0.308064788039056,"2012-07-03",0.291252911090851,0.291129446424106,0.233865262834914,17,0.15949576665281,0.291129446424106,0.547851715489004
384788,"66",2012,7,12,43.7182,-66.73,5,"Chl_a",0.9276,"2012-07-12",0.0193387707695365,0.0177466879133135,0.0136630609676865,10,0.0102758735125191,0.0194656945661538,0.475158042190455
384798,"70",2012,7,13,44.2752,-66.7035,5,"Chl_a",2.2833,"2012-07-13",0.369765728712082,0.369116240314075,0.369062600782277,14,0.00650981360519599,0.371094000836213,0.0121151606902264
384877,"91",2012,7,15,43.876,-66.887,5,"Chl_a",0.4774,"2012-07-15",0.40504252910614,0.403131901025772,0.402862828568517,25,0.0149880613898616,0.405693834736234,0.0279311702435842
384881,"92",2012,7,15,43.9112,-67.0905,5,"Chl_a",0.49,"2012-07-15",0.56209534406662,0.544361915439367,0.541530490527022,24,0.0548749846406997,0.559278956481389,0.0707138006162806
383167,"Stn 46",2012,7,31,44.8933333333333,-66.6675,0,"StAndrew",1.90909648331977,"2012-07-31",0.147892251610756,0.146556037599626,0.145013541075822,23,0.0217991567239231,0.146103754639626,0.123081993265962
383168,"Stn 57",2012,7,31,44.84305,-66.59445,0,"StAndrew",2.45092938445891,"2012-07-31",0.650875210762024,0.653152740001678,0.652361373997081,5,0.0359218049533057,0.653152740001678,0.0549975568550985
371364,"Pass Bay",2012,8,7,45.0666666666667,-66.9666666666667,0,"StAndrew",2.41368598047193,"2012-08-07",0.522271826863289,0.648736285045743,0.378722144617442,4,0.61759639816388,0.648736285045743,0.951999159597389
383169,"Stn 46",2012,8,7,44.8933333333333,-66.6675,0,"StAndrew",1.55945966639544,"2012-08-07",0.315146595239639,0.315810852994521,0.315540350573025,24,0.0133331485018636,0.315829841792583,0.029325304670564
383170,"Stn 57",2012,8,7,44.84305,-66.59445,0,"StAndrew",2.47328316517494,"2012-08-07",1.03453683853149,1.03412381627343,1.03315178372783,22,0.0457812189637904,1.0381932948765,0.0360653732165153
383173,"Stn 46",2012,8,21,44.8933333333333,-66.6675,0,"StAndrew",1.67865403580146,"2012-08-21",0.221844509243965,0.219427648931742,0.218096793992584,16,0.0246410085447009,0.222282863580264,0.0898160843351662
383174,"Stn 57",2012,8,21,44.84305,-66.59445,0,"StAndrew",1.06281646053702,"2012-08-21",0.420973971486092,0.41092328975598,0.409684153355713,12,0.0325565162019557,0.421658012270927,0.0543961330252226
370505,"Prince 5",2012,9,17,44.93071,-66.84946,1,"Chl_a",2.5036,"2012-09-17",0.145616292953491,0.152728750370443,0.138617629917279,24,0.0619491994761887,0.152272891253233,0.308479135176166
370510,"Prince 5",2012,10,26,44.93071,-66.84946,1,"Chl_a",1.2813,"2012-10-26",1.26343619823456,1.25980078606378,1.25968202137219,21,0.0176276052057,1.26409379432076,0.00927248705367563
370515,"Prince 5",2012,11,20,44.93336,-66.85044,1,"Chl_a",0.6357,"2012-11-20",1.9492894411087,1.94340838909149,1.94295014250533,25,0.0428839339042341,1.95151355153038,0.013442538329581
370545,"P5",2013,5,13,44.9307,-66.8495,1,"Chl_a_Holm-Hansen_F",9.0772,"2013-05-13",0.728280603885651,0.730272345244884,0.730006897418559,16,0.0203271053582875,0.732529926300049,0.0257331298369122
370560,"P5",2013,8,12,44.9307,-66.8495,1,"Chl_a_Holm-Hansen_F",2.6342,"2013-08-12",0.72031569480896,0.702928110309269,0.697583322019328,23,0.0880456972426356,0.702680352487062,0.0883098849211495
370565,"P5",2013,9,17,44.9307,-66.8495,1,"Chl_a_Holm-Hansen_F",1.5757,"2013-09-17",0.781213521957397,0.786449668308099,0.784189124171069,24,0.0611681692569416,0.776834837415002,0.0696006446411816
370570,"P5",2013,10,15,44.9307,-66.8495,1,"Chl_a_Holm-Hansen_F",8.5439,"2013-10-15",0.416425168514252,0.420794968605042,0.41719966938652,25,0.0564197465999008,0.41216973895612,0.121178085446104
370575,"P5",2013,11,21,44.9307,-66.8495,1,"Chl_a_Holm-Hansen_F",4.0467,"2013-11-21",1.64845895767212,1.63586894461983,1.63469757869778,19,0.0635853627535943,1.63509257634481,0.0281826662152969
397905,"024",2014,3,14,44.91548,-66.69677,3.42,"Chl_a_Holm-Hansen_F",0.33807,"2014-03-14",3.30294907093048,3.30238018929958,3.30204478573471,16,0.0484316740083151,3.31063410441081,0.0110788557243671
397894,"021",2014,3,14,45.2012,-65.75045,4.99,"Chl_a_Holm-Hansen_F",0.37132,"2014-03-14",13.8729510307312,13.9397461891174,13.9359935070055,20,0.332800857938279,13.8996264513801,0.0174829014062271
397890,"020",2014,3,14,45.39466,-65.17629,5.08,"Chl_a_Holm-Hansen_F",0.28819,"2014-03-14",7.04918789863586,7.00105587641398,6.99145736841781,12,0.378424932184512,7.13464965820313,0.0330031945369758
397901,"023",2014,3,14,45.06444,-66.347,5.55,"Chl_a_Holm-Hansen_F",0.22168,"2014-03-14",4.82291746139526,4.81985297955965,4.81947283686028,19,0.062285335717175,4.80604671029484,0.0102787924592082
397898,"022",2014,3,14,45.0585,-65.95314,5.76,"Chl_a_Holm-Hansen_F",0.2494,"2014-03-14",2.86598300933838,2.87602481842041,2.87445621903047,15,0.098427372524668,2.87563762297997,0.0293254800553158
397909,"925",2014,3,14,44.97286,-66.74816,5.79,"Chl_a_Holm-Hansen_F",0.17735,"2014-03-14",2.90476644039154,2.86320010821025,2.86094939714752,18,0.11430973297815,2.89749550819397,0.0204284738342597
370595,"P5",2014,3,17,44.93071,-66.84946,1,"Chl_a_Holm-Hansen_F",0.30907,"2014-03-17",1.60516476631165,1.6050546169281,1.6050382965012,24,0.0073983159223273,1.60476657748222,0.00262912599420195
397936,"031",2014,3,17,44.80596,-65.7885,5.31,"Chl_a_Holm-Hansen_F",0.46554,"2014-03-17",1.82393330335617,1.83547711372375,1.83206767066273,8,0.120215926138221,1.80570435523987,0.051319373207677
397940,"032",2014,3,18,44.77438,-65.89667,4.69,"Chl_a_Holm-Hansen_F",0.38795,"2014-03-18",1.84444570541382,1.8549301703771,1.85413585960967,15,0.0564637770063621,1.83953681358924,0.0229920565507019
397952,"035",2014,3,18,44.08349,-66.90666,4.7,"Chl_a_Holm-Hansen_F",0.76996,"2014-03-18",0.332215845584869,0.332405403256416,0.332296912969265,12,0.00886559874060707,0.331204149458143,0.0161536933298229
397944,"033",2014,3,18,44.75845,-66.04382,5.82,"Chl_a_Holm-Hansen_F",0.31036,"2014-03-18",1.44340598583221,1.45869159698486,1.4566203929357,19,0.0794513592978563,1.477348335584,0.0361168868828468
397948,"034",2014,3,18,44.74436,-66.09644,6.21,"Chl_a_Holm-Hansen_F",0.35469,"2014-03-18",1.34202414751053,1.35645249817106,1.35510844884125,18,0.0621709411744135,1.35668939352036,0.0358258181917678
397957,"036",2014,3,19,43.79546,-67.24041,5.65,"Chl_a_Holm-Hansen_F",0.64461,"2014-03-19",0.232084557414055,0.233276567998387,0.233017035287156,21,0.0112948523946704,0.231415262117105,0.0381644920095714
370630,"P5",2014,10,10,44.93071,-66.84946,1,"Chl_a_Holm-Hansen_F",1.74048,"2014-10-10",0.686164379119873,0.678956548372904,0.675208730234679,6,0.0769148611441754,0.702328777313232,0.0817671851523906
370660,"P5",2015,4,16,44.9307,-66.8495,1.11,"Chl_a_Holm-Hansen_F",11.48454,"2015-04-16",0.951416432857513,0.951721092065175,0.951633912171345,15,0.0133578084760673,0.949790814093181,0.0120950003954689
403899,"069",2015,7,10,43.7522,-66.4007,4.99,"Chl_a_Holm-Hansen_F",2.07197,"2015-07-10",0.815935969352722,0.818274083137512,0.817211149067983,25,0.0424680167852238,0.818538177581061,0.0405441894472539
403975,"095",2015,7,13,43.8587,-66.9225,4.76,"Chl_a_Holm-Hansen_F",0.45185,"2015-07-13",0.386834859848022,0.376507837038774,0.37546001589846,13,0.0283131819886654,0.382095245023568,0.0543818208530546
403979,"097",2015,7,13,43.6093,-66.8138,5.14,"Chl_a_Holm-Hansen_F",1.07393,"2015-07-13",0.353835076093674,0.35611180961132,0.355048274434816,8,0.029372808669315,0.362451319183622,0.0693300311658885
389185,"P5",2015,9,16,44.9307,-66.8495,1.44,"Chl_a_Holm-Hansen_F",2.26554,"2015-09-16",0.298077493906021,0.284741045700179,0.281808925503656,18,0.0399489029752241,0.294736458919942,0.0978840269654467
389190,"P5",2015,10,19,44.9307,-66.8495,1.88,"Chl_a_Holm-Hansen_F",0.50551,"2015-10-19",0.848950386047363,0.86380862891674,0.863116030986788,20,0.0361306016163098,0.854074186748929,0.0249265205852227
389205,"P5",2016,2,2,44.93071,-66.84946,1,"Chl_a_Holm-Hansen_F",0.32347,"2016-02-02",1.29304718971252,1.30457931756973,1.30419231113652,8,0.0342047489815637,1.29613859312875,0.0204125345928261
429405,"048",2016,3,20,43.64126,-66.75022,5.07,"Chl_a_Holm-Hansen_F",0.50067,"2016-03-20",0.380009710788727,0.37223306670785,0.370724744737566,24,0.0330072628389695,0.379491621797735,0.060539270930271
429431,"055",2016,3,22,44.80054,-66.41902,4.57,"Chl_a_Holm-Hansen_F",0.46203,"2016-03-22",9.57407808303833,9.6622257232666,8.77788056988294,4,4.49691677650765,9.6622257232666,0.46541210123865
429447,"059",2016,3,22,45.06146,-66.09847,4.72,"Chl_a_Holm-Hansen_F",0.3418,"2016-03-22",3.94047522544861,3.94047522544861,3.94027831240716,2,0.0557103787112759,3.94047522544861,0.0141379847667824
429443,"058",2016,3,22,44.96779,-66.1517,5.35,"Chl_a_Holm-Hansen_F",0.38044,"2016-03-22",4.14716768264771,4.13146561384201,4.13108382049064,8,0.0599563301958376,4.13146561384201,0.0145121213147607
389220,"P5",2016,4,13,44.9307,-66.8495,2.18,"Chl_a_Holm-Hansen_F",0.11468,"2016-04-13",2.13392949104309,2.11921760168943,2.11820453924035,11,0.0681872952404244,2.13393135070801,0.0235248252439938
412224,"063",2016,7,12,45.42406,-65.12622,5.21,"Chl_a_Holm-Hansen_F",0.98898,"2016-07-12",1.42745018005371,1.41313326358795,1.41199408083499,7,0.0605838093635561,1.43238812685013,0.0250763526053227
412266,"075",2016,7,13,43.90785,-67.22136,4.43,"Chl_a_Holm-Hansen_F",0.98898,"2016-07-13",0.381145820021629,0.380576755851507,0.380440809600721,8,0.010864357655528,0.380576755851507,0.0285470867268809
389245,"P5",2016,9,16,44.9307,-66.8495,2,"Chl_a_Holm-Hansen_F",3.67131,"2016-09-16",0.307181775569916,0.307264958109174,0.300982256154948,14,0.063483376136055,0.308415979146957,0.172974021474226
439361,"YL_02",2016,10,4,43.68516,-66.85512,3.2,"Chl_a_Holm-Hansen_F",2.66963,"2016-10-04",0.368627518415451,0.369946355882444,0.369884130049284,19,0.00696633714809623,0.369967348435346,0.0159915786846468
439370,"YL_01",2016,10,4,43.75677,-66.4023,3.3,"Chl_a_Holm-Hansen_F",0.85695,"2016-10-04",0.18885163962841,0.188793076574802,0.188655544489192,20,0.00742385052485444,0.187846032135627,0.0305745463148462
439351,"YL_03",2016,10,4,43.60944,-67.3024,3.67,"Chl_a_Holm-Hansen_F",2.29947,"2016-10-04",0.409595549106598,0.398867466620037,0.396155211570248,7,0.0490020895914989,0.398867466620037,0.122853061962505
389255,"P5",2016,11,10,44.9307,-66.8495,2.03,"Chl_a_Holm-Hansen_F",2.58747,"2016-11-10",0.753326117992401,0.754236931800842,0.751599746901177,25,0.0645178803880993,0.757878994399851,0.0672215905182712
437152,"043",2017,7,9,45.031,-66.53921,4.63,"Chl_a_Holm-Hansen_F",2.49255,"2017-07-09",0.15471588075161,0.139118374924042,0.0909912621789463,7,0.0927090810188925,0.139118374924042,0.666404283902188
437155,"045",2017,7,9,45.09185,-66.32394,5.02,"Chl_a_Holm-Hansen_F",1.09351,"2017-07-09",0.639494240283966,0.60226065733216,0.566112304646669,11,0.190575635475968,0.612943202257156,0.194213844942496
389340,"P5",2018,4,11,44.9307,-66.8495,1.96,"Chl_a_Holm-Hansen_F",0.41258,"2018-04-11",1.0971657037735,1.09730282783508,1.09691147918118,25,0.0299598550131821,1.09483682567423,0.0230851439803148
445989,"YL_02",2018,4,12,43.6807,-66.85079,3.43,"Chl_a_Holm-Hansen_F",2.68471,"2018-04-12",0.193399488925934,0.20129789937945,0.200540330456569,17,0.0181172419284013,0.197344755132993,0.0772854114453221
389350,"P5",2018,6,13,44.9307,-66.8495,1.72,"Chl_a_Holm-Hansen_F",1.08543,"2018-06-13",0.18657574057579,0.186005771160126,0.184733757713321,4,0.0250215118509978,0.186005771160126,0.134520083408905
442013,"071",2018,7,24,44.7602,-65.93479,4.72,"Chl_a_Holm-Hansen_F",3.51846,"2018-07-24",0.42211440205574,0.42211440205574,0.42203923325102,2,0.0112653468447798,0.42211440205574,0.0266878997492539
449319,"YL_01",2018,9,20,43.75148,-66.40148,3.08,"Chl_a_Holm-Hansen_F",2.78618,"2018-09-20",0.507465064525604,0.509561107158661,0.5091128791035,25,0.0219006051929771,0.504466612230648,0.0355110435114389
389380,"P5",2018,12,11,44.9307,-66.8495,2.25,"Chl_a_Holm-Hansen_F",0.28702,"2018-12-11",1.55731701850891,1.56025519496516,1.56005759790584,19,0.0256250504736097,1.55872434728286,0.0118516218212686
389385,"P5",2019,1,17,44.93071,-66.85,1,"Chl_a_Holm-Hansen_F",0.21362,"2019-01-17",1.64618134498596,1.64941715240479,1.64912873482473,25,0.0314520345795647,1.65019599596659,0.0145361858622506
389395,"P5",2019,3,13,44.9307,-66.8495,2.28,"Chl_a_Holm-Hansen_F",0.36922,"2019-03-13",1.40922474861145,1.41453307151794,1.40966952394004,25,0.119729160946417,1.39775821437006,0.0782423380150827
442794,"053",2019,3,18,44.39264,-67.00739,3.87,"Chl_a_Holm-Hansen_F",0.45889,"2019-03-18",1.40125149488449,1.40250874757767,1.40004801918586,20,0.085199875310582,1.40112839804755,0.053182565430704
442798,"054",2019,3,18,44.85124,-66.79375,5.04,"Chl_a_Holm-Hansen_F",0.30856,"2019-03-18",1.29418516159058,1.27616730858298,1.2731759218496,17,0.0894479272896114,1.27771175702413,0.0603309534181098
442825,"072",2019,3,19,44.10151,-66.75331,4.91,"Chl_a_Holm-Hansen_F",1.00913,"2019-03-19",0.147892251610756,0.148346196115017,0.148160795783565,20,0.00762235931544027,0.148828176014564,0.0404706213461572
389400,"P5",2019,4,17,44.9307,-66.8495,2.11,"Chl_a_Holm-Hansen_F",0.36922,"2019-04-17",0.806828409433365,0.806828409433365,0.806827608894708,2,0.00160735436165997,0.806828409433365,0.00199218860276476
451604,"053",2019,7,8,43.57346,-67.32046,5.01,"Chl_a_Holm-Hansen_F",0.29669,"2019-07-08",0.14106460660696,0.143198831006885,0.142559175754896,16,0.0141425873791926,0.141065562000641,0.0694553819998491
451628,"060",2019,7,9,44.99607,-66.37125,4.71,"Chl_a_Holm-Hansen_F",1.62653,"2019-07-09",0.682750046253204,0.686390939354897,0.686061071823471,20,0.0218786876960101,0.685910320944256,0.0271110365342567
451640,"063",2019,7,10,45.09354,-65.79659,4.69,"Chl_a_Holm-Hansen_F",0.69749,"2019-07-10",0.3401810079813,0.344737098685333,0.331728291029543,14,0.0978502692815093,0.328493604605848,0.191046339117726
451650,"067",2019,7,10,45.20456,-64.90158,4.97,"Chl_a_Holm-Hansen_F",1.2911,"2019-07-10",1.17460429668427,1.18323411260332,1.17582721096134,21,0.136382428588569,1.16942858695984,0.106000291185958
451636,"062",2019,7,10,45.11196,-66.04237,5.17,"Chl_a_Holm-Hansen_F",0.75685,"2019-07-10",0.236634716391563,0.248300610482693,0.239453128618226,20,0.0670902852444428,0.248205312424236,0.233239057501272
451643,"065",2019,7,10,45.20342,-65.37144,5.57,"Chl_a_Holm-Hansen_F",0.63813,"2019-07-10",0.585998356342316,0.584404689073563,0.584104534701512,10,0.01963510159112,0.585429199039936,0.0213748272311257
451674,"074",2019,7,11,44.81732,-66.35159,4.34,"Chl_a_Holm-Hansen_F",0.72717,"2019-07-11",0.273047238588333,0.270770696302255,0.270687840112775,12,0.00692966787436239,0.272218769246882,0.0184200528485074
451682,"076",2019,7,11,44.39653,-66.46016,4.62,"Chl_a_Holm-Hansen_F",2.19582,"2019-07-11",0.56892591714859,0.567875110186063,0.567804523806563,13,0.00932167909812123,0.567891012538563,0.0119401855013142
451686,"077",2019,7,11,44.19892,-66.54408,4.97,"Chl_a_Holm-Hansen_F",2.47831,"2019-07-11",0.0875962264835835,0.0915777686362465,0.0840842431389122,12,0.0384678840190465,0.0850103135136041,0.382699164197732
451670,"073",2019,7,11,44.73766,-66.0949,5.03,"Chl_a_Holm-Hansen_F",2.12215,"2019-07-11",0.280441880226135,0.279683506323232,0.279252130187476,18,0.0158736092768597,0.281680349041434,0.0491228601139352
389425,"P5",2019,9,13,44.9307,-66.8495,1.97,"Chl_a_Holm-Hansen_F",5.30701,"2019-09-13",0.216155990958214,0.220398875800046,0.211153999183037,11,0.0668820786658046,0.217168609301249,0.215623316039333
478529,"026",2020,3,16,44.1435,-66.98036,4.92,"Chl_a_Holm-Hansen_F",1.33362,"2020-03-16",0.336766421794891,0.322588207630011,0.320635617906259,13,0.0361402389113436,0.328044054408868,0.0965287293693405
478886,"076",2020,7,21,44.135,-66.91121,5.36,"Chl_a_Holm-Hansen_F",0.94977,"2020-07-21",0.735112369060516,0.736521961688995,0.736446346276986,25,0.0107756837751351,0.735783048651435,0.0123835498210998
478882,"075",2020,7,21,43.87954,-66.81927,5.11,"Chl_a_Holm-Hansen_F",2.56179,"2020-07-21",0.700958728790283,0.705059323310852,0.704252304694468,25,0.0344057837639056,0.702440941333771,0.0353318410948429
478878,"073",2020,7,21,43.84464,-66.44216,5.26,"Chl_a_Holm-Hansen_F",1.15753,"2020-07-21",0.229808405041695,0.228444468975067,0.22830025112486,5,0.00904532381716665,0.228444468975067,0.0395952848311415
478898,"081",2020,7,22,44.77143,-66.24958,4.65,"Chl_a_Holm-Hansen_F",1.78918,"2020-07-22",0.323112636804581,0.327249963175167,0.326918288859149,11,0.0155290763284165,0.324705275893211,0.0423169904859808
478894,"080",2020,7,22,44.95708,-66.36104,4.73,"Chl_a_Holm-Hansen_F",1.70786,"2020-07-22",0.753326117992401,0.749808912927454,0.744766462015885,11,0.0881768687696998,0.768124896287918,0.0877080276108586
478909,"086",2020,7,22,45.14326,-65.25964,4.96,"Chl_a_Holm-Hansen_F",0.63813,"2020-07-22",1.40637844800949,1.41248264483043,1.41105731207591,14,0.0657686047375383,1.42009291282067,0.0434517593034031
478906,"084",2020,7,22,44.99728,-65.71405,5.04,"Chl_a_Holm-Hansen_F",1.06849,"2020-07-22",0.138788506388664,0.135566420853138,0.135318138059273,12,0.00837128724362792,0.137341737747192,0.0433719367376317
478890,"078",2020,7,22,44.94212,-66.47711,5.31,"Chl_a_Holm-Hansen_F",1.09817,"2020-07-22",1.08236289024353,1.08623430728912,1.08611420146124,10,0.017036233148894,1.08299525578817,0.0133324303060834
486505,"P5",2021,9,14,44.9365,-66.8558,2.47,"Chl_a_Holm-Hansen_F",1.66218,"2021-09-14",0.452839717268944,0.455306369811296,0.453500507744471,24,0.041796194555589,0.451356134984804,0.0839220972111189
488676,"YL_01",2021,9,21,43.74736,-66.39678,2.99,"Chl_a_Holm-Hansen_F",1.07082,"2021-09-21",0.44828861951828,0.448742799758911,0.448680075524726,25,0.00766254303844263,0.448192744205395,0.0163005397225847
488658,"YL_03",2021,9,21,43.61794,-67.30262,3.22,"Chl_a_Holm-Hansen_F",2.9686,"2021-09-21",0.466495275497437,0.462854957580566,0.461880220107106,25,0.0304944126582358,0.465301436185837,0.046653478321781
488668,"YL_02",2021,9,21,43.67756,-66.85698,3.52,"Chl_a_Holm-Hansen_F",1.96584,"2021-09-21",0.461944118142128,0.462086519847314,0.462032985596348,24,0.00718444323226946,0.463195961713791,0.0102687135966703
