"COLLECTOR_SAMPLE_ID","COLLECTOR_STATION_NAME","YEAR","MONTH","DAY","LATITUDE","LONGITUDE","START_DEPTH","METHOD","Date","DATA_VALUE","chlorophyll_a","SatMedianChl","validn","SatSDChl","SatCVChl","spm","Rrs_443","Rrs_488","Rrs_547","Rrs_667","bandratio","sat_chla"
22161,"Prince 5",2011,9,12,44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",2011-09-12,0.754,0.754,4.26676082611084,23,0.18419185562968,0.0309903591409267,0.432356774806976,0.000884000211954117,0.00283399969339371,0.00383000075817108,0.000380001991288736,0.739947554148009,3.05281192398085
22173,"Prince5",2011,11,18,44.93481,-66.85399,1,"Chl_a_Holm-Hansen_sF",2011-11-18,0.658,0.658,3.05587530136108,5,0.00412446434613876,0.000794845024913766,2.06097984313965,0.0045819990336895,0.00596600025892258,0.00724000111222267,0.00180999934673309,0.824033058344521,0.483814168582874
22183,"Prince 5",2012,1,16,44.93071,-66.84946,1,"Chl_a",2012-01-16,0.2946,0.2946,3.3456015586853,25,0.0354857748993562,0.00788268213799265,2.44174122810364,0.0043759997934103,0.00647399947047234,0.008092001080513,0.00214400142431259,0.80004925926949,0.441033800950204
239725,"P5",2006,10,13,44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",2006-10-13,1.358,1.358,1.56401991844177,5,0.0898030147470318,0.0580801158326005,0.921815276145935,0.00681599974632263,0.00728400051593781,0.00699200108647346,0.000810000987257808,1.04176192564232,0.568013547878425
239870,"P5",2009,3,16,44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",2009-03-16,0.415,0.415,2.76055908203125,17,0.0212147055820994,0.00653577513775034,1.84216618537903,0.0047839991748333,0.00741400197148323,0.00868400186300278,0.00161800161004066,0.853754074267275,0.492793263946882
239895,"P5",2009,8,17,44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",2009-08-17,1.303,1.303,1.68462264537811,15,0.0367660221051905,0.017511082559625,0.153580039739609,0.00337800197303295,0.00348199903964996,0.00346400216221809,0.000135000795125961,1.00519540017271,3.79009714591016
240810,"P5",2009,11,18,44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",2009-11-18,0.846,0.846,5.41030359268188,17,0.161920825547023,0.0252799896555682,1.27482187747955,0.00156399980187416,0.0036420002579689,0.00525800138711929,0.00111999921500683,0.692658671960573,1.21484512040031
240865,"Prince 5",2010,10,12,44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",2010-10-12,1.03,1.03,2.87907981872559,20,0.0360828397532924,0.00905512278901265,0.936615794897079,0.00226500071585178,0.00469200126826763,0.00558900088071823,0.000823000445961952,0.839506267471669,1.0153580515424
240895,"Prince 5",2011,4,15,44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",2011-04-15,0.462,0.462,4.97692775726318,23,0.0602316312112969,0.00850408656276898,2.35280871391296,0.00283199921250343,0.00555600225925446,0.00786799937486649,0.0020660012960434,0.706151842996141,0.627204497233215
241201,"P5",2003,1,16,44.93333,-66.84999,1,"Chl_a",2003-01-16,0.30755,0.30755,1.44645714759827,24,0.0269767694652303,0.0127407371241464,1.34657925367355,0.00532750133424997,0.00671500153839588,0.00624800100922585,0.00118300132453442,1.07474399067485,0.355270938185792
241217,"P5",2003,2,28,44.93333,-66.84999,1,"Chl_a",2003-02-28,0.38566,0.38566,2.30327200889587,21,0.0454123908393594,0.0146318566308743,1.86268091201782,0.00520800054073334,0.00783000141382217,0.00863800011575222,0.00163600221276283,0.906459980191875,0.414377337052752
241306,"P5",2004,11,16,44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",2004-11-16,0.636,0.636,3.03594350814819,18,0.227614082879185,0.0571898271153822,1.34316170215607,0.00183400139212608,0.00382500141859055,0.00466899946331978,0.00118000060319901,0.819233638521533,0.754646856008527
241376,"P5",2006,1,13,44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",2006-01-13,0.39,0.39,5.95350527763367,20,0.24704888419339,0.0351026559437101,1.49466150999069,0.000997001305222511,0.00387100130319595,0.00579000078141689,0.00131300184875727,0.668566628802538,1.12722681676507
241400,"P5",2006,5,17,44.93333,-66.84999,1,"Chl_a_Holm-Hansen_sF",2006-05-17,1.407,1.407,3.89902079105377,12,0.24317997454713,0.0621150003084783,0.914983481168747,0.00210600160062313,0.00393700040876865,0.00521400105208158,0.000804000534117222,0.755082396310006,1.36844804432951
257114,"MFD-SETNO032",2003,7,6,44.11966,-66.58466,5,"Chl_a",2003-07-06,1.71789,1.71789,0.811564892530441,22,0.00938932015508583,0.00736943905134665,0.304905325174332,0.00356100033968687,0.00407900102436543,0.00300700031220913,0.000268000178039074,1.35650169632631,0.796348023200239
257118,"MFD-SETNO033",2003,7,6,44.32966,-66.652,5,"Chl_a",2003-07-06,3.58584,3.58584,1.25973558425903,17,0.0335130734640148,0.0235435804485708,0.384558379650116,0.00310400128364563,0.00355200096964836,0.00315200164914131,0.000337999314069748,1.12690327132793,1.08792115238865
257122,"MFD-SETNO034",2003,7,6,44.29733,-66.6045,5,"Chl_a",2003-07-06,1.56172,1.56172,1.30697894096375,21,0.0252990472989109,0.0145875317912031,0.368627518415451,0.00293100066483021,0.00347800180315971,0.00310800038278103,0.000323999702231959,1.11904806139297,1.15833824295669
257126,"MFD-SETNO035",2003,7,6,44.43783,-66.442,5,"Chl_a",2003-07-06,5.45672,5.45672,1.73940908908844,18,0.0507849174523117,0.0216759506083286,0.393096372485161,0.00267700105905533,0.00296400114893913,0.00292699970304966,0.00034550204873085,1.01264142454504,1.44689144821773
257130,"MFD-SETNO036",2003,7,6,44.467,-66.54366,5,"Chl_a",2003-07-06,5.56066,5.56066,1.75647705793381,16,0.0559066230584529,0.0279783751134547,0.534781992435455,0.00297000259160995,0.00319900177419186,0.00320200063288212,0.000470001308713108,0.999063442193151,1.10417903656955
257134,"MFD-SETNO037",2003,7,6,44.52233,-66.33033,5,"Chl_a",2003-07-06,6.652,6.652,2.51194560527802,18,0.0582955448860958,0.0217645744572558,0.609901905059814,0.0026750024408102,0.00312899984419346,0.00355200096964836,0.000536002189619467,0.880911877820581,1.3716679204853
257138,"MFD-SETNO038",2003,7,6,44.6055,-66.33483,5,"Chl_a",2003-07-06,4.62522,4.62522,1.9128879904747,18,0.0497301002997827,0.0213128970545533,0.57120281457901,0.002920001745224,0.00340600125491619,0.00351599976420403,0.000502001494169235,0.968714870118104,1.12732168024228
263997,"MFD-SETNO061",2004,7,13,44.8613,-65.8537,5,"Chl_a",2004-07-13,0.607,0.607,0.667352706193924,16,0.018850743865752,0.0195808333182895,3.30409097671509,0.010609501041472,0.00968850124627352,0.00711300037801266,0.00290000066161156,1.36208361189212,0.0721931624635136
304824,"MFD-SETNO048",2007,7,13,44.24988,-66.79471,5,"Chl_a_Holm-Hansen_sF",2007-07-13,2.216,2.216,5.92152070999146,9,0.798238176271471,0.111590946837374,0.380009740591049,0.000718001276254654,0.00149700045585632,0.00230599939823151,0.000334002106683329,0.649176429536097,4.76580921214855
321096,"MFD-SETNO075",2008,3,17,44.1173,-67.25131,5,"Chl_a_Holm-Hansen_sF",2008-03-17,0.311,0.311,1.28842461109161,8,0.0131836597824896,0.00870244748174566,1.07154357433319,0.00405300129204988,0.00647100061178207,0.00575700029730797,0.000941500038607046,1.1240229768284,0.39239425225594
321098,"MFD-SETNO076",2008,3,17,44.32801,-67.10483,6,"Chl_a_Holm-Hansen_sF",2008-03-17,0.272,0.272,0.971025705337524,12,0.0679953908074617,0.0596549368392569,0.531367063522339,0.00335099920630455,0.00512950122356415,0.00405750144273043,0.000467000529170036,1.26420194692829,0.561828879718328
321104,"MFD-SETNO080",2008,3,18,45.19248,-65.54065,5,"Chl_a_Holm-Hansen_sF",2008-03-18,0.415,0.415,4.0494236946106,10,0.04273855942267,0.00790566477343491,6.66216778755188,0.00713100098073483,0.0104054994881153,0.0138109996914864,0.00583800114691257,0.753421165777712,0.188104706299007
321106,"MFD-SETNO081",2008,3,18,45.3084,-65.35786,6,"Chl_a_Holm-Hansen_sF",2008-03-18,0.534,0.534,4.52626514434814,12,0.0183306991427821,0.00354650975916846,10.0844659805298,0.00824949983507395,0.011348501779139,0.0156020019203424,0.00882250070571899,0.727374720057075,0.135579587310585
321108,"MFD-SETNO082",2008,3,18,45.20528,-65.07435,5,"Chl_a_Holm-Hansen_sF",2008-03-18,0.615,0.615,4.04649972915649,14,0.116179293357108,0.024276453586757,4.37274956703186,0.00511000026017427,0.00799200125038624,0.0105930007994175,0.00383600033819675,0.754460553880607,0.285878117152857
321110,"MFD-SETNO083",2008,3,18,44.90835,-65.98188,5,"Chl_a_Holm-Hansen_sF",2008-03-18,0.237,0.237,1.78346580266953,6,0.0838619797684453,0.0465058101173586,1.35569149255753,0.00358700007200241,0.0063370019197464,0.00639500096440315,0.00119100138545036,0.990930565143056,0.444751351196501
321338,"MFD-SETNO054",2008,7,12,44.83601,-65.99061,5,"Chl_a_Holm-Hansen_sF",2008-07-12,1.513,1.513,1.35432481765747,17,0.0418657662369895,0.0168243100986563,0.327665269374847,0.00369600206613541,0.00370000116527081,0.00338300131261349,0.000288002192974091,1.0937037332724,1.39289435386485
321342,"MFD-SETNO055",2008,7,12,44.94561,-65.65711,5,"Chl_a_Holm-Hansen_sF",2008-07-12,1.413,1.413,1.19010233879089,15,0.0292858349138044,0.0243772496673476,0.063706748187542,0.00296200066804886,0.00295599922537804,0.00256799906492233,5.60022999707144e-05,1.15109046017797,6.19989485194321
321346,"MFD-SETNO056",2008,7,12,45.10045,-65.24081,5,"Chl_a_Holm-Hansen_sF",2008-07-12,1.527,1.527,1.90240180492401,16,0.0707882358337724,0.0310204613928904,0.589411616325378,0.00330700166523457,0.00430500134825706,0.00442600063979626,0.000517999724252149,0.972661709433289,1.08003827877088
321350,"MFD-SETNO057",2008,7,12,45.20028,-65.24903,5,"Chl_a_Holm-Hansen_sF",2008-07-12,1.222,1.222,2.08651983737946,18,0.0619692245411343,0.0226479373536882,0.817074656486511,0.00347600132226944,0.00495300069451332,0.0052690003067255,0.000718001276254654,0.940026647595972,0.856239272428721
321354,"MFD-SETNO058",2008,7,12,45.34326,-65.22046,5,"Chl_a_Holm-Hansen_sF",2008-07-12,1.145,1.145,2.10501778125763,18,0.0398765665150199,0.0150146036236702,1.15524405241013,0.00471600145101547,0.00626200065016747,0.00671200081706047,0.00101500190794468,0.932955883177309,0.617887562568943
321358,"MFD-SETNO059",2008,7,12,45.21236,-65.42635,5,"Chl_a_Holm-Hansen_sF",2008-07-12,1.184,1.184,2.68703651428223,17,0.0587299735085604,0.015691796279449,1.55503785610199,0.00421800091862679,0.00574599951505661,0.00667599961161613,0.00136600062251091,0.860695004394348,0.571480400182956
321362,"MFD-SETNO060",2008,7,12,45.12563,-65.61236,5,"Chl_a_Holm-Hansen_sF",2008-07-12,0.693,0.693,1.0874707698822,15,0.0254017116426495,0.0190107335118906,0.284424155950546,0.00387199968099594,0.00462400168180466,0.00385399907827377,0.000250000506639481,1.19979314677879,1.22585209467854
321366,"MFD-SETNO061",2008,7,12,45.03323,-65.95633,5,"Chl_a_Holm-Hansen_sF",2008-07-12,1.756,1.756,1.55852955579758,12,0.0727094735376067,0.0316023030669827,0.303200349211693,0.0032130004838109,0.00321200117468834,0.00314400065690279,0.000266501694568433,1.02162865889874,1.83052349662322
321369,"MFD-SETNO062",2008,7,12,45.15733,-66.14496,5,"Chl_a_Holm-Hansen_sF",2008-07-12,1.451,1.451,15.0300703048706,10,4.32575679560016,0.207686376434237,2.08035898208618,0.0015380010008812,0.00243999995291233,0.0047330018132925,0.00182700157165527,0.515529055167412,1.42404662428312
321373,"MFD-SETNO063",2008,7,12,44.988,-66.14655,5,"Chl_a_Holm-Hansen_sF",2008-07-12,4.429,4.429,3.80594146251678,16,0.159936965816146,0.038643082541183,0.895059764385223,0.00262700207531452,0.00274000037461519,0.00357600022107363,0.000786500982940197,0.76621929676295,1.34793270696689
321389,"MFD-SETNO068",2008,7,13,44.04158,-66.94405,5,"Chl_a_Holm-Hansen_sF",2008-07-13,0.429,0.429,0.673385500907898,25,0.00751062113377607,0.00914313170403071,0.277595490217209,0.00362600013613701,0.00409600138664246,0.00277500227093697,0.000243999093072489,1.47603532780514,0.682063768924693
321396,"MFD-SETNO070",2008,7,13,43.70215,-67.17958,5,"Chl_a_Holm-Hansen_sF",2008-07-13,0.322,0.322,0.658679932355881,22,0.0210640557966274,0.0237208928657974,0.242893077433109,0.00351300090551376,0.00401799939572811,0.00269600003957748,0.000213500097743236,1.49035583707106,0.757947390316013
322823,"Stn 46",2011,5,31,44.8933333333333,-66.6675,0,"StAndrew",2011-05-31,0.370852761324042,0.370852761324042,11.8600702285767,17,0.495328613891732,0.0272066257963047,1.48440766334534,0.00105700083076954,0.00256200134754181,0.00466600060462952,0.00130400061607361,0.549078657426628,1.75785306147713
322824,"Stn 57",2011,5,31,44.84305,-66.59445,0,"StAndrew",2011-05-31,0.858432857142857,0.858432857142857,6.55564212799072,13,0.0375165103406431,0.00458493404522294,2.09289813041687,0.00225000083446503,0.00437000021338463,0.00670599937438965,0.00183800235390663,0.651655326732321,0.854232165519733
322825,"Stn 46",2011,6,7,44.8933333333333,-66.6675,0,"StAndrew",2011-06-07,1.48795028571429,1.48795028571429,7.72947955131531,8,0.108441467239776,0.0140094294659172,1.27140629291534,0.00161300040781498,0.00316300243139267,0.00511199980974197,0.00111700035631657,0.618740717745121,1.5853727808508
322826,"Stn 57",2011,6,7,44.84305,-66.59445,0,"StAndrew",2011-06-07,2.270078,2.270078,7.98555660247803,9,0.247085031449222,0.0224319001056592,1.35682857036591,0.00159800052642822,0.00301400199532509,0.00490300171077251,0.00119199976325035,0.614725870623897,1.50723755572923
322833,"Stn 46",2011,6,21,44.8933333333333,-66.6675,0,"StAndrew",2011-06-21,0.862248114285714,0.862248114285714,1.90357351303101,15,0.0442959287672579,0.0165552219962492,1.1108295917511,0.00590400025248528,0.0064460001885891,0.00665200129151344,0.000975999981164932,0.969031710323455,0.57823989134172
322834,"Stn 57",2011,6,21,44.84305,-66.59445,0,"StAndrew",2011-06-21,1.05873385714286,1.05873385714286,2.70696425437927,7,0.0511650272825935,0.0138333788818479,1.55047988891602,0.00408999994397163,0.00420600175857544,0.00487400218844414,0.00136199966073036,0.86294621872504,0.569156580711017
322854,"Stn 65",2011,7,10,44.7877833333333,-66.59695,0,"StAndrew",2011-07-10,4.07527304181185,4.07527304181185,3.76857829093933,9,1.69287179552216,0.286595030568736,0.252565711736679,0.000714000314474106,0.00132999941706657,0.00171799957752228,0.00022200119565241,0.774155846408712,4.66676773644579
322855,"Stn 66",2011,7,10,44.7891666666667,-66.5141666666667,0,"StAndrew",2011-07-10,0.626329108013937,0.626329108013937,2.19311571121216,12,0.141191657858478,0.0477943155090842,0.237774908542633,0.0012849997729063,0.00201800093054771,0.00221400149166584,0.000209001802431885,0.911472254261827,3.21309215673798
322861,"Stn 46",2011,7,19,44.8933333333333,-66.6675,0,"StAndrew",2011-07-19,4.8984134440678,4.8984134440678,1.94584512710571,22,0.0478800272132243,0.0179596980046277,0.718035370111465,0.00435700081288815,0.00443500094115734,0.00461400113999844,0.000631000846624374,0.961204994665181,0.916031265501375
322862,"Stn 57",2011,7,19,44.84305,-66.59445,0,"StAndrew",2011-07-19,1.84005966779661,1.84005966779661,1.84419441223145,22,0.0836717911840448,0.0377847318510788,0.914982348680496,0.005129000172019,0.00515099987387657,0.00530300103127956,0.000803999602794647,0.971336766388236,0.697672649521608
322868,"Stn 57",2011,8,9,44.84305,-66.59445,0,"StAndrew",2011-08-09,2.10545841016949,2.10545841016949,2.61693382263184,25,0.136165136922632,0.0432791758220295,0.833012402057648,0.00271500088274479,0.00316400080919266,0.00365000218153,0.000732000917196274,0.866849018667266,1.04812808786054
322871,"Stn 46",2011,8,23,44.8933333333333,-66.6675,0,"StAndrew",2011-08-23,2.01952133220339,2.01952133220339,2.74655914306641,25,0.0562500683473299,0.0157892546899794,1.04820203781128,0.0029390025883913,0.00379800051450729,0.00442200154066086,0.00092100165784359,0.858887198383854,0.853402962617067
322872,"Stn 57",2011,8,23,44.84305,-66.59445,0,"StAndrew",2011-08-23,1.99803706271187,1.99803706271187,3.5324444770813,25,0.0609142570822652,0.015621412266193,0.82390683889389,0.0019339993596077,0.00237800180912018,0.00303200259804726,0.000724002718925476,0.784300716183989,1.37964828080456
326981,"MFD-SETNO063",2009,7,9,45.3259,-65.0501,5,"Chl_a_Holm-Hansen_sF",2009-07-09,0.935,0.935,2.49093389511108,25,0.0723122634570652,0.019393113222254,0.912704706192017,0.00335900112986565,0.00498400069773197,0.00562399998307228,0.000801999121904373,0.886202118195831,0.90096869056365
326983,"MFD-SETNO064",2009,7,9,45.3184,-65.2187,5,"Chl_a_Holm-Hansen_sF",2009-07-09,0.935,0.935,2.66348361968994,25,0.0488630978765841,0.0165607245302827,1.11538577079773,0.00354000180959702,0.00493100099265575,0.00570200011134148,0.00098000094294548,0.864784443417988,0.787276249088455
326985,"MFD-SETNO065",2009,7,9,45.3768,-65.229,5,"Chl_a_Holm-Hansen_sF",2009-07-09,0.87,0.87,2.74277567863464,25,0.100378607342705,0.0302728624895697,0.908152520656586,0.00338999927043915,0.00514000095427036,0.00601600110530853,0.000798000022768974,0.85438829951923,0.999309523081141
326988,"MFD-SETNO066",2009,7,9,45.2193,-65.7512,5,"Chl_a_Holm-Hansen_sF",2009-07-09,0.902,0.902,4.25142335891724,25,0.200159512713172,0.0374018674645038,1.17915642261505,0.00291200168430805,0.00499200075864792,0.0067640021443367,0.00103599950671196,0.738024715563932,1.12399564381055
326992,"MFD-SETNO067",2009,7,9,45.0403,-65.9235,5,"Chl_a_Holm-Hansen_sF",2009-07-09,4.608,4.608,1.81431555747986,25,0.0353502677838524,0.0142097038039229,0.342457354068756,0.0026479996740818,0.00276000052690506,0.00280199944972992,0.000301001593470573,0.985011088125336,1.79646368337837
326996,"MFD-SETNO068",2009,7,9,44.8704,-66.8616,5,"Chl_a_Holm-Hansen_sF",2009-07-09,1.156,1.156,3.27198457717896,10,0.240294459443901,0.06464537306394,0.145616292953491,0.00151750136865303,0.00285400077700615,0.00354200042784214,0.000128001003758982,0.805759579974096,7.30831597809051
327000,"MFD-SETNO069",2009,7,9,44.7899,-66.7052,5,"Chl_a_Holm-Hansen_sF",2009-07-09,0.783,0.783,2.884352684021,25,0.108627057057573,0.0229578335235964,0.834151148796082,0.00299800187349319,0.00395900197327137,0.00471200048923492,0.000733001157641411,0.840195577720364,1.13790997122413
327417,"WV",2008,10,14,44.99331,-66.73933,1,"Chl_a_Holm-Hansen_sF",2008-10-14,1.252,1.252,1.40905654430389,6,0.156447649471249,0.10724589167646,0.348146289587021,0.00329600088298321,0.00334000028669834,0.00307600200176239,0.00030600096215494,1.08582513430898,1.33840481618262
330752,"MFD-SETNO070",2009,7,9,44.7331,-66.5947,5,"Chl_a_Holm-Hansen_sF",2009-07-09,3.48,3.48,2.97032129764557,22,0.0908275927127767,0.0219000898988364,0.839843660593033,0.00266700051724911,0.00353200081735849,0.00424750056117773,0.000738001457648352,0.831548051962859,1.1616210462125
330756,"MFD-SETNO071",2009,7,10,44.4193,-66.7822,5,"Chl_a_Holm-Hansen_sF",2009-07-10,4.802,4.802,1.6099219918251,10,0.0632759584173738,0.0302576952559117,0.273045152425766,0.00260700099170208,0.00237100198864937,0.00250199995934963,0.00023999999393709,0.94764269671119,2.5119943577462
330760,"MFD-SETNO072",2009,7,10,44.3417,-67.133,5,"Chl_a_Holm-Hansen_sF",2009-07-10,2.965,2.965,0.850943684577942,11,0.0136992836687147,0.0134042838259494,0.351561844348907,0.00363200157880783,0.00330300070345402,0.00275800004601479,0.00030900165438652,1.19760719664481,0.996566790764731
330764,"MFD-SETNO073",2009,7,10,44.1399,-67.2517,5,"Chl_a_Holm-Hansen_sF",2009-07-10,2.062,2.062,0.807025551795959,11,0.0167215346913589,0.0149187064821646,0.563234448432922,0.0046520009636879,0.00436200201511383,0.00341200083494186,0.000494999811053276,1.27842935161185,0.512772802121965
330768,"MFD-SETNO074",2009,7,10,43.8135,-67.1078,5,"Chl_a_Holm-Hansen_sF",2009-07-10,0.659,0.659,0.804972589015961,9,0.00624609359447012,0.0061040651066593,0.599656045436859,0.00533800199627876,0.00524299964308739,0.00390800088644028,0.000527000054717064,1.34160656444045,0.417664726963451
330772,"MFD-SETNO075",2009,7,10,43.7371,-67.0935,5,"Chl_a_Holm-Hansen_sF",2009-07-10,1.74,1.74,0.768215656280518,13,0.0263839412557531,0.02657106875547,0.59396755695343,0.00506000220775604,0.00481599941849709,0.00357799977064133,0.000522002577781677,1.34600327758933,0.417620219144433
330776,"MFD-SETNO076",2009,7,10,43.5775,-67.0304,5,"Chl_a_Holm-Hansen_sF",2009-07-10,0.833,0.833,0.898034512996674,11,0.0258949309059784,0.0218037469845478,0.659983456134796,0.00481000170111656,0.00463199988007545,0.00370600074529648,0.000580001622438431,1.24986479993406,0.467552518318345
352706,"Wolves",2011,2,17,44.99331,-66.73933,1,"Chl_a_Holm-Hansen_sF",2011-02-17,0.355,0.355,6.16865158081055,16,0.313887351766855,0.0285257400874544,1.74872595071793,0.00129600055515766,0.00460600107908249,0.00696700066328049,0.00153600051999092,0.661116784925596,0.988879155263123
352714,"Wolves",2011,3,15,44.99331,-66.73933,1,"Chl_a_Holm-Hansen_sF",2011-03-15,0.373,0.373,4.1580753326416,10,0.130384733631479,0.0195577668499934,3.49353885650635,0.00492700189352036,0.00789199955761433,0.0105730015784502,0.00306600145995617,0.74642943151543,0.367807905389702
352722,"Wolves",2011,4,6,44.9934333333333,-66.7393,0,"StAndrew",2011-04-06,0.476102686567164,0.476102686567164,4.44474172592163,23,0.123956534306612,0.0210460019519653,2.22056269645691,0.00252000242471695,0.00545299984514713,0.00746800005435944,0.00194999948143959,0.730182084286936,0.612051445882139
352730,"Wolves",2011,4,15,44.99331,-66.73933,1,"Chl_a_Holm-Hansen_sF",2011-04-15,0.406,0.406,5.92725372314453,22,0.458385881203978,0.0330595608970706,3.62594604492188,0.00344700179994106,0.00622700154781342,0.00929800048470497,0.00318200141191483,0.669714048526532,0.461804040094596
353276,"MFD-SETNO047",2011,7,10,43.8112,-66.3772,5,"Chl_a_Holm-Hansen_sF",2011-07-10,1.79,1.79,1.70524775981903,20,0.104564152954469,0.0463845372181462,0.28783854842186,0.00142800062894821,0.00256500020623207,0.00257500074803829,0.000253001242526807,0.996116295572404,2.07171233455565
353280,"MFD-SETNO049",2011,7,11,44.121,-66.4008,5,"Chl_a_Holm-Hansen_sF",2011-07-11,1.749,1.749,1.1486074924469,9,0.0225928675253139,0.0167842693148348,0.143340364098549,0.0024619996547699,0.0035100020468235,0.00300199910998344,0.000126000493764877,1.16922154811793,2.62757391672777
353284,"MFD-SETNO050",2011,7,11,44.5373,-66.4125,5,"Chl_a_Holm-Hansen_sF",2011-07-11,2.42,2.42,1.33125126361847,15,0.0368756544438267,0.019808632703974,0.163819774985313,0.00220800191164017,0.00261000171303749,0.00234800204634666,0.000144001096487045,1.11158408788378,2.66268431565307
353288,"MFD-SETNO051",2011,7,11,44.416,-66.5807,5,"Chl_a_Holm-Hansen_sF",2011-07-11,1.257,1.257,1.72854828834534,12,0.0504325975818107,0.026596565624199,0.543884992599487,0.00271500088274479,0.0032930001616478,0.00326700136065483,0.000477999390568584,1.00795800127483,1.05876705675567
353292,"MFD-SETNO052",2011,7,11,44.6425,-66.3375,5,"Chl_a_Holm-Hansen_sF",2011-07-11,0.984,0.984,1.09000670909882,15,0.0242527143734077,0.0183110347247192,0.195675551891327,0.00260800123214722,0.00277400016784668,0.00231800228357315,0.0001720003929222,1.19672020493898,1.79687637286104
353363,"MFD-SETNO071",2011,7,13,44.827,-66.836,5,"Chl_a_Holm-Hansen_sF",2011-07-13,2.571,2.571,2.43153357505798,25,0.0696801159204643,0.0261009600929212,0.846672832965851,0.00335400179028511,0.00414000079035759,0.0046520009636879,0.00074400007724762,0.889939796374329,0.960359213791439
353367,"MFD-SETNO072",2011,7,13,44.4005,-66.8903,5,"Chl_a_Holm-Hansen_sF",2011-07-13,0.492,0.492,1.7094013094902,10,0.201393333485705,0.107424899202831,0.492672979831696,0.00265000015497208,0.00350699946284294,0.00333050172775984,0.000433001638157293,1.05299433824399,1.03219989226831
353379,"MFD-SETNO075",2011,7,13,43.757,-67.332,5,"Chl_a_Holm-Hansen_sF",2011-07-13,0.357,0.357,0.589826822280884,25,0.0132355796343208,0.0189663888410558,0.345871925354004,0.0048420000821352,0.00489800050854683,0.00310000032186508,0.000304002285702154,1.58,0.448302431018909
353383,"MFD-SETNO077",2011,7,13,43.6898,-67.1587,5,"Chl_a_Holm-Hansen_sF",2011-07-13,0.293,0.293,0.664435088634491,25,0.0427258197592357,0.0517206207544138,0.339042812585831,0.00437800213694572,0.00458000227808952,0.00308500044047832,0.000298000901238993,1.48460344381001,0.548768903671905
370505,"Prince 5",2012,9,17,44.93071,-66.84946,1,"Chl_a",2012-09-17,2.5036,2.5036,4.72558784484863,24,0.363057776148412,0.0492608961472518,0.145616292953491,0.000678999349474907,0.00163900107145309,0.00229850225150585,0.000128001003758982,0.713073511404789,9.96052331010111
370510,"Prince 5",2012,10,26,44.93071,-66.84946,1,"Chl_a",2012-10-26,1.2813,1.2813,7.10850477218628,21,0.47109645902089,0.0525104355804039,1.26343619823456,0.00149200111627579,0.00261599943041801,0.00413000211119652,0.00111000239849091,0.63341358187832,1.51270835796309
370515,"Prince 5",2012,11,20,44.93336,-66.85044,1,"Chl_a",2012-11-20,0.6357,0.6357,6.38191413879395,25,0.231175943232604,0.0279747037716381,1.9492894411087,0.00237800180912018,0.00391200184822083,0.00599000230431557,0.00171200186014175,0.653088538113313,0.912635455294845
370545,"P5",2013,5,13,44.9307,-66.8495,1,"Chl_a_Holm-Hansen_F",2013-05-13,9.0772,9.0772,9.45028305053711,16,0.503220796665269,0.0399774505691091,0.728280603885651,0.000523001013789326,0.00212400034070015,0.00363000109791756,0.000640001177089289,0.585123883824343,3.13589320183959
