Filter,SampleID,FilterWtmg,FilterSamplewtmg,SampleWeightmg,Vol.Filtered.ml,SPM,YEAR,MONTH,DAY,Time.UTC,STATION,CRUISE,LATITUDE,LONGITUDE,Depth,Confidence
17655,322763,55.79,67.777,12.857,1000,12.857,2011,3,14,NA,A5,BCD2011920,45.239567,-64.25935,NA,Medium
17658,322764,62.77,76.347,14.447,1000,14.447,2011,3,14,NA,A5,BCD2011920,45.239567,-64.25935,NA,Medium
17659,322765,62.92,76.767,14.717,1000,14.717,2011,3,14,NA,A5,BCD2011920,45.239567,-64.25935,NA,Medium
17656,322766,59.81,73.954,15.014,1000,15.014,2011,3,14,NA,A5,BCD2011920,45.239567,-64.25935,NA,Medium
17657,322767,62.02,76.113,14.963,1000,14.963,2011,3,14,NA,A5,BCD2011920,45.239567,-64.25935,NA,Medium
17661,322768,60.84,78.995,19.025,1000,19.025,2011,3,14,NA,A5,BCD2011920,45.239567,-64.25935,NA,Medium
17663,322769,62.2,78.506,17.176,1000,17.176,2011,3,14,NA,A5,BCD2011920,45.239567,-64.25935,NA,Medium
17662,322770,59.12,76.153,17.903,1000,17.903,2011,3,14,NA,A5,BCD2011920,45.239567,-64.25935,NA,Medium
17664,322771,60.14,76.393,17.123,1000,17.123,2011,3,14,NA,A5,BCD2011920,45.239567,-64.25935,NA,Medium
17665,322772,56.11,71.849,16.609,1000,16.609,2011,3,14,NA,A5,BCD2011920,45.239567,-64.25935,NA,Medium
17666,322773,59.84,77.25,18.28,1000,18.28,2011,3,14,NA,A5,BCD2011920,45.239567,-64.25935,NA,Medium
17667,322774,61.96,79.184,18.094,1000,18.094,2011,3,14,NA,A5,BCD2011920,45.239567,-64.25935,NA,Medium
17668,322775,63.21,78.328,15.988,1000,15.988,2011,3,14,NA,A5,BCD2011920,45.239567,-64.25935,NA,Medium
17669,322776,62.77,82.626,20.726,1000,20.726,2011,3,14,NA,A5,BCD2011920,45.239567,-64.25935,NA,Medium
17671,322777,56.12,73.253,18.003,1000,18.003,2011,3,14,NA,A5,BCD2011920,45.239567,-64.25935,NA,Medium
17672,322778,63.33,78.416,15.956,1000,15.956,2011,3,14,NA,A5,BCD2011920,45.239567,-64.25935,NA,Medium
17673,322779,61.17,72.886,12.586,1000,12.586,2011,3,14,NA,A5,BCD2011920,45.239567,-64.25935,NA,Medium
17674,322780,62.79,80.916,18.996,1000,18.996,2011,3,14,NA,A5,BCD2011920,45.239567,-64.25935,NA,Medium
17675,322781,58.18,72.747,15.437,1000,15.437,2011,3,14,NA,A5,BCD2011920,45.239567,-64.25935,NA,Medium
17676,322782,59.14,70.916,12.646,1000,12.646,2011,3,14,NA,A5,BCD2011920,45.239567,-64.25935,NA,Medium
17677,322783,59.49,71.578,12.958,1000,12.958,2011,3,14,NA,A5,BCD2011920,45.239567,-64.25935,NA,Medium
17679,322784,56.48,68.751,13.141,1000,13.141,2011,3,14,NA,A5,BCD2011920,45.239567,-64.25935,NA,Medium
17681,322785,62.86,77.468,15.478,1000,15.478,2011,3,14,NA,A5,BCD2011920,45.239567,-64.25935,NA,Medium
17682,322786,55.77,65.768,10.868,1000,10.868,2011,3,14,NA,A5,BCD2011920,45.239567,-64.25935,NA,Medium
17683,322787,63.12,76.007,13.757,1000,13.757,2011,3,14,NA,A5,BCD2011920,45.239567,-64.25935,NA,Medium
17689,322817,71.34,63.23,8.11,1000,8.48,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17691,322818,71.68,61.45,10.23,1000,10.6,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17695,322819,69.41,59.12,10.29,1000,10.66,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17696,322820,71.61,62.36,9.25,1000,9.62,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17704,322821,72.14,62.09,10.05,1000,10.42,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17705,322822,67.15,58.11,9.04,1000,9.41,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17715,322823,61.58,56.05,5.53,1000,5.9,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17723,322824,64.68,59.47,5.21,1000,5.58,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17725,322825,67.74,59.82,7.92,1000,8.29,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17726,322826,67.51,59.34,8.17,1000,8.54,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17734,322827,69.74,62.48,7.26,1000,7.63,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17735,322828,66.35,61.64,4.71,1000,5.08,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17744,322829,67.37,60.94,6.43,1000,6.8,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17688,352745,70.47,62.27,8.2,1000,8.57,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17685,352746,71.22,60.69,10.53,1000,10.9,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17684,352750,73.77,62.81,10.96,1000,11.33,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
18171,371637,57.4,59.69,1.84,2000,0.92,2011,7,13,NA,A5,BCD2011921,45.239567,-64.25935,NA,Medium
18172,371638,58.04,61.55,3.06,2000,1.53,2011,7,13,NA,A5,BCD2011921,45.239567,-64.25935,NA,Medium
18169,371639,60.11,66.24,5.68,2000,2.84,2011,7,13,NA,A5,BCD2011921,45.239567,-64.25935,NA,Medium
18021,373751,62.75,72.33,9.58,1000,9.7683,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18022,373752,58.33,66.73,8.4,1000,8.5883,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18023,373753,60.98,70.6,9.62,1000,9.8083,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18024,373754,62.63,71.66,9.03,1000,9.2183,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18025,373756,57.45,63.23,5.78,1000,5.9683,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18026,373758,62.04,71.19,9.15,1000,9.3383,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18027,373760,63.02,68.78,5.76,1000,5.9483,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18028,373762,62.58,70.27,7.69,1000,7.8783,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18029,373764,64.45,68.53,4.08,1000,4.2683,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18031,373766,60.04,69.38,9.34,1000,9.5283,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18032,373768,59.24,65.23,5.99,1000,6.1783,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18033,373770,61.24,68.54,7.3,1000,7.4883,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18034,373772,57.13,64.53,7.4,1000,7.5883,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18035,373774,59.13,66.39,7.26,1000,7.4483,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18036,373776,57.71,63.83,6.12,1000,6.3083,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18037,373778,62.33,71.42,9.09,1000,9.2783,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18038,373779,57.38,69.87,12.49,1000,12.6783,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18039,373780,59.67,70.74,11.07,1000,11.2583,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18041,373781,59.14,68.1,8.96,1000,9.1483,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18042,373782,59,67.15,8.15,1000,8.3383,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18043,373783,55.47,65.18,9.71,1000,9.8983,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18045,373785,59.73,71.24,11.51,1000,11.6983,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18046,373786,58.33,67.47,9.14,1000,9.3283,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18047,373787,57.11,68.27,11.16,1000,11.3483,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18048,373788,62.88,74.5,11.62,1000,11.8083,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18049,373789,63.44,72.5,9.06,1000,9.2483,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18050,373790,60.35,70.01,9.66,1000,9.8483,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18051,373791,57.67,65.21,7.54,1000,7.7283,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18052,373792,54.4,60.4,6,1000,6.1883,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18053,373793,54.92,62.62,7.7,1000,7.8883,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18054,373794,59.35,67.95,8.6,1000,8.7883,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18055,373795,60.5,69.31,8.81,1000,8.9983,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18056,373796,56.84,65.03,8.19,1000,8.3783,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18057,373797,60.11,67.45,7.34,1000,7.5283,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18058,373798,59.84,69.37,9.53,1000,9.7183,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18059,373799,56.93,66.95,10.02,1000,10.2083,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18061,373800,62.75,71.84,9.09,1000,9.2783,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18062,373801,61.41,79.79,18.38,1000,18.5683,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18063,373802,59.41,75.54,16.13,1000,16.3183,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18064,373803,60.46,71.9,11.44,1000,11.6283,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18065,373804,58.66,67.51,8.85,1000,9.0383,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18066,373805,60.82,70.71,9.89,1000,10.0783,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18067,373806,58.69,67.32,8.63,1000,8.8183,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18068,373807,61.19,72.94,11.75,1000,11.9383,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18069,373808,63.02,71.89,8.87,1000,9.0583,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18071,373809,62.49,72.17,9.68,1000,9.8683,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18072,373810,58.49,69.99,11.5,1000,11.6883,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18073,373811,57.49,66.46,8.97,1000,9.1583,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18075,373812,61.23,68.55,7.32,1000,7.5083,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18076,373813,57,67.3,10.3,1000,10.4883,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18078,373814,62,70.85,8.85,1000,9.0383,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18079,373815,60.8,68.98,8.18,1000,8.3683,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
18081,373816,58.07,71.47,13.4,1000,13.5883,2011,9,NA,NA,NA,NA,NA,NA,NA,Low
17693,376001,70.13,59.68,10.45,1000,10.82,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17686,376002,68.75,58.97,9.78,1000,10.15,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17694,376003,67.7,60.8,6.9,1000,7.27,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17697,376004,65.9,59.4,6.5,1000,6.87,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17702,376008,63.73,55.68,8.05,1000,8.42,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17699,376009,68.63,62.36,6.27,1000,6.64,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17701,376010,70.5,62.8,7.7,1000,8.07,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17703,376011,72.63,63.15,9.48,1000,9.85,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17706,376012,60.42,55.87,4.55,1000,4.92,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17707,376016,65.37,58.55,6.82,1000,7.19,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17708,376017,69.46,60.06,9.4,1000,9.77,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17709,376018,64.3,58.05,6.25,1000,6.62,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17711,376019,69.52,61.31,8.21,1000,8.58,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17712,376020,66.75,59.24,7.51,1000,7.88,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17713,376021,65.32,58.89,6.43,1000,6.8,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17717,376025,63.64,59.36,4.28,1000,4.65,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17716,376026,69.16,63.29,5.87,1000,6.24,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17718,376027,61.42,56.34,5.08,1000,5.45,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17721,376028,62.88,59.1,3.78,1000,4.15,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17719,376029,66.02,59.71,6.31,1000,6.68,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17724,376030,65.16,59.42,5.74,1000,6.11,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17727,376031,69.75,62.65,7.1,1000,7.47,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17729,376035,60.93,55.19,5.74,1000,6.11,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17728,376036,69.38,62.98,6.4,850,7.96,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17731,376036,68.29,62.04,6.25,1000,6.62,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17732,376037,71.54,63.01,8.53,1000,8.9,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17733,376038,70.35,59.87,10.48,1000,10.85,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17736,376039,60.04,55.19,4.85,1000,5.22,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17737,376043,68.59,62.33,6.26,1000,6.63,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17738,376044,68.65,57.9,10.75,1000,11.12,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
17739,376045,65.22,55.22,10,1000,10.37,2011,6,NA,NA,NA,NA,NA,NA,NA,Low
18907,383067,60.93,76.38,15.87666667,440,36.08333333,2012,3,29,11:30,A5,BCD2012901,45.240283,-64.263083,20,High
18908,383068,59.01,74.78,16.19666667,465,34.83154122,2012,3,29,11:30,A5,BCD2012901,45.240283,-64.263083,10,High
18909,383069,62.79,75.59,13.22666667,490,26.99319728,2012,3,29,11:30,A5,BCD2012901,45.240283,-64.263083,5,High
18911,383070,64.05,77.02,13.39666667,480,27.90972222,2012,3,29,11:30,A5,BCD2012901,45.240283,-64.263083,0,High
18912,383071,60.85,70.89,10.46666667,500,20.93333333,2012,3,29,12:30,A5,BCD2012901,45.240283,-64.263083,18,High
18913,383072,60.94,73.94,13.42666667,520,25.82051282,2012,3,29,12:30,A5,BCD2012901,45.240283,-64.263083,15,High
18914,383073,59.32,74.92,16.02666667,360,44.51851852,2012,3,29,12:30,A5,BCD2012901,45.240283,-64.263083,10,High
18915,383074,58.01,72.97,15.38666667,600,25.64444444,2012,3,29,12:30,A5,BCD2012901,45.240283,-64.263083,0,High
18917,383075,58.38,69.94,11.98666667,370,32.3963964,2012,3,29,13:30,A5,BCD2012901,45.240283,-64.263083,17,High
18918,383076,60.28,71.3,11.44666667,360,31.7962963,2012,3,29,13:30,A5,BCD2012901,45.240283,-64.263083,10,High
18919,383077,55.95,65.67,10.14666667,440,23.06060606,2012,3,29,13:30,A5,BCD2012901,45.240283,-64.263083,5,High
18921,383078,57.4,68.72,11.74666667,435,27.00383142,2012,3,29,13:30,A5,BCD2012901,45.240283,-64.263083,0,High
18922,383079,63.58,76.94,13.78666667,395,34.90295359,2012,3,29,14:30,A5,BCD2012901,45.240283,-64.263083,17,High
18923,383080,58.12,71.19,13.49666667,430,31.3875969,2012,3,29,14:30,A5,BCD2012901,45.240283,-64.263083,10,High
18924,383081,61.01,73.63,13.04666667,420,31.06349206,2012,3,29,14:30,A5,BCD2012901,45.240283,-64.263083,5,High
18925,383082,58.14,69.82,12.10666667,555,21.81381381,2012,3,29,14:30,A5,BCD2012901,45.240283,-64.263083,0,High
18926,383083,56.07,68.37,12.72666667,410,31.04065041,2012,3,29,15:30,A5,BCD2012901,45.240283,-64.263083,18,High
18927,383084,63.5,73.91,10.83666667,350,30.96190476,2012,3,29,15:30,A5,BCD2012901,45.240283,-64.263083,10,High
18928,383085,55.84,66.04,10.62666667,405,26.23868313,2012,3,29,15:30,A5,BCD2012901,45.240283,-64.263083,5,High
18929,383086,58.93,69.44,10.93666667,385,28.40692641,2012,3,29,15:30,A5,BCD2012901,45.240283,-64.263083,0,High
18931,383087,59.24,72.71,13.89666667,505,27.51815182,2012,3,29,16:30,A5,BCD2012901,45.240283,-64.263083,19,High
18932,383088,58.68,71.14,12.88666667,410,31.43089431,2012,3,29,16:30,A5,BCD2012901,45.240283,-64.263083,10,High
18933,383089,62.68,76.12,13.86666667,420,33.01587302,2012,3,29,16:30,A5,BCD2012901,45.240283,-64.263083,5,High
18934,383090,58.52,72.99,14.89666667,465,32.03584229,2012,3,29,16:30,A5,BCD2012901,45.240283,-64.263083,0,High
18935,383091,59.03,71.18,12.57666667,400,31.44166667,2012,3,29,17:30,A5,BCD2012901,45.240283,-64.263083,20,High
18936,383092,55.46,65.76,10.72666667,400,26.81666667,2012,3,29,17:30,A5,BCD2012901,45.240283,-64.263083,10,High
18937,383093,62.03,73.71,12.10666667,390,31.04273504,2012,3,29,17:30,A5,BCD2012901,45.240283,-64.263083,5,High
18938,383094,63.49,76,12.93666667,410,31.55284553,2012,3,29,17:30,A5,BCD2012901,45.240283,-64.263083,0,High
18939,383095,58.69,71.2,12.93666667,470,27.5248227,2012,3,29,18:30,A5,BCD2012901,45.240283,-64.263083,24,High
18941,383096,55.94,66.39,10.87666667,400,27.19166667,2012,3,29,18:30,A5,BCD2012901,45.240283,-64.263083,10,High
18942,383097,66.08,72.28,6.626666667,450,14.72592593,2012,3,29,18:30,A5,BCD2012901,45.240283,-64.263083,5,High
18943,383098,58.68,69.64,11.38666667,445,25.58801498,2012,3,29,18:30,A5,BCD2012901,45.240283,-64.263083,0,High
NA,394023,NA,NA,NA,NA,2.72,2013,6,6,1:42:56,ANC5,Hud2013,45.1885,-65.0756,74.93,High
NA,394025,NA,NA,NA,NA,3.39,2013,6,6,1:47:12,ANC5,Hud2013,45.1885,-65.0756,15.422,High
NA,394027,NA,NA,NA,NA,3.54,2013,6,6,1:49:16,ANC5,Hud2013,45.1885,-65.0756,5.423,High
NA,394029,NA,NA,NA,NA,1.36,2013,6,6,1:51:41,ANC5,Hud2013,45.1885,-65.0756,2.282,High
NA,394033,NA,NA,NA,NA,2.83,2013,6,6,3:46:06,ANC5,Hud2013,45.1876,-65.0788,72.527,High
NA,394035,NA,NA,NA,NA,1.66,2013,6,6,3:49:49,ANC5,Hud2013,45.1876,-65.0788,14.714,High
NA,394037,NA,NA,NA,NA,3.72,2013,6,6,3:51:59,ANC5,Hud2013,45.1876,-65.0788,4.532,High
NA,394039,NA,NA,NA,NA,3.92,2013,6,6,3:56:03,ANC5,Hud2013,45.1876,-65.0788,3.357,High
NA,394043,NA,NA,NA,NA,3.83,2013,6,6,5:22:50,ANC5,Hud2013,45.1847,-65.0841,71.391,High
NA,394045,NA,NA,NA,NA,2.3,2013,6,6,5:26:21,ANC5,Hud2013,45.1847,-65.0841,15.139,High
NA,394047,NA,NA,NA,NA,3.7,2013,6,6,5:29:12,ANC5,Hud2013,45.1847,-65.0841,5.207,High
NA,394049,NA,NA,NA,NA,4.56,2013,6,6,5:31:02,ANC5,Hud2013,45.1847,-65.0841,2.907,High
NA,394053,NA,NA,NA,NA,4.19,2013,6,6,6:39:10,ANC5,Hud2013,45.1861,-65.097,55.104,High
NA,394055,NA,NA,NA,NA,4.24,2013,6,6,6:42:27,ANC5,Hud2013,45.1861,-65.097,15.256,High
NA,394057,NA,NA,NA,NA,4.82,2013,6,6,6:44:53,ANC5,Hud2013,45.1861,-65.097,5.082,High
NA,394060,NA,NA,NA,NA,4.49,2013,6,6,6:46:39,ANC5,Hud2013,45.1861,-65.097,2.491,High
NA,394063,NA,NA,NA,NA,4.75,2013,6,6,23:09:54,ANC3,Hud2013,45.2553,-64.2653,20.973,High
NA,394065,NA,NA,NA,NA,4.8,2013,6,6,23:12:58,ANC3,Hud2013,45.2553,-64.2653,15.289,High
NA,394067,NA,NA,NA,NA,5.01,2013,6,6,23:15:05,ANC3,Hud2013,45.2553,-64.2653,5.082,High
NA,394067,NA,NA,NA,NA,5.15,2013,6,6,23:16:35,ANC3,Hud2013,45.2553,-64.2653,2.666,High
NA,394083,NA,NA,NA,NA,3.89,2013,6,7,0:26:54,ANC3,Hud2013,45.2551,-64.2658,26.9,High
NA,394083,NA,NA,NA,NA,4.38,2013,6,7,0:28:55,ANC3,Hud2013,45.2551,-64.2658,15.381,High
NA,394085,NA,NA,NA,NA,4.63,2013,6,7,0:32:40,ANC3,Hud2013,45.2551,-64.2658,5.373,High
NA,394087,NA,NA,NA,NA,2.74,2013,6,7,0:35:41,ANC3,Hud2013,45.2551,-64.2658,2.632,High
NA,394091,NA,NA,NA,NA,6.71,2013,6,7,1:41:05,ANC3,Hud2013,45.2551,-64.2665,28.608,High
NA,394093,NA,NA,NA,NA,5.49,2013,6,7,1:43:11,ANC3,Hud2013,45.2551,-64.2665,15.855,High
NA,394095,NA,NA,NA,NA,4.88,2013,6,7,1:45:09,ANC3,Hud2013,45.2551,-64.2665,5.656,High
NA,394097,NA,NA,NA,NA,4.17,2013,6,7,1:47:39,ANC3,Hud2013,45.2551,-64.2665,2.524,High
NA,394101,NA,NA,NA,NA,7.41,2013,6,7,3:09:03,ANC3,Hud2013,45.2554,-64.2664,32.377,High
NA,394103,NA,NA,NA,NA,3.98,2013,6,7,3:11:46,ANC3,Hud2013,45.2554,-64.2664,15.147,High
NA,394105,NA,NA,NA,NA,5.27,2013,6,7,3:14:00,ANC3,Hud2013,45.2554,-64.2664,5.057,High
NA,394107,NA,NA,NA,NA,4.58,2013,6,7,3:15:23,ANC3,Hud2013,45.2554,-64.2664,2.032,High
NA,394113,NA,NA,NA,NA,2.99,2013,6,7,4:34:47,ANC3,Hud2013,45.256,-64.2673,31.36,High
