COLLECTOR_SAMPLE_ID,COLLECTOR_STATION_NAME,YEAR,MONTH,DAY,LATITUDE,LONGITUDE,START_DEPTH,METHOD,DATA_VALUE,Date
NA,VIC-1,2006,8,22,46.1558,-63.5385,NA,NUS,1.391428571,8/22/2006
NA,VIC-2,2006,8,22,46.1765,-63.6027,NA,NUS,1.12,8/22/2006
NA,CAR-1,2006,8,22,45.7522,-62.6083,NA,NUS,1.28,8/22/2006
NA,CAR-2,2006,8,22,45.8197,-62.6368,NA,NUS,1.24,8/22/2006
NA,PUG-1,2006,8,22,45.9392,-63.6879,NA,NUS,1.56,8/22/2006
NA,PUG-2,2006,8,22,46.0382,-63.5865,NA,NUS,1.58,8/22/2006
NA,CJ-1,2006,8,22,45.8284,-63.114,NA,NUS,1.26,8/22/2006
NA,CJ-2,2006,8,22,45.8572,-63.1173,NA,NUS,1.7,8/22/2006
NA,CJ-3,2006,8,22,45.8949,-63.1481,NA,NUS,0.74,8/22/2006
NA,EB-1,2006,8,22,46.4923,-64.1909,NA,NUS,1.74,8/22/2006
NA,CAP-1,2006,8,22,46.2719,-64.2808,NA,NUS,2.42,8/22/2006
NA,CAP-2,2006,8,22,46.3435,-64.2479,NA,NUS,2.04,8/22/2006
NA,CT-1,2006,8,22,46.1723,-63.7826,NA,NUS,1.44,8/22/2006
NA,CT-2,2006,8,22,46.1845,-63.7564,NA,NUS,1.26,8/22/2006
NA,RICH-1,2006,8,22,46.7249,-64.7661,NA,NUS,1.92,8/22/2006
NA,RICH-2,2006,8,22,46.7591,-64.7151,NA,NUS,1.7,8/22/2006
NA,WI-1,2006,8,24,45.9416,-62.7316,NA,NUS,1.42,8/24/2006
NA,WI-2,2006,8,24,45.9228,-62.7782,NA,NUS,6.2,8/24/2006
NA,WI-3,2006,8,24,45.8828,-62.7218,NA,NUS,1.24,8/24/2006
NA,HB-1,2006,8,28,46.049,-63.1399,NA,NUS,1.28,8/28/2006
NA,HB-2,2006,8,28,45.9784,-63.1429,NA,NUS,1.48,8/28/2006
NA,MC-1,2006,8,22,46.204,-63.9583,NA,NUS,1.42,8/22/2006
NA,MC-2,2006,8,22,46.2408,-63.9307,NA,NUS,1.16,8/22/2006
NA,SUM-1,2006,8,22,46.3317,-63.9085,NA,NUS,1.5,8/22/2006
NA,SUM-2,2006,8,22,46.3027,-63.9238,NA,NUS,1.48,8/22/2006
NA,VIC-1,2006,9,5,46.1558,-63.5385,NA,NUS,1.4,9/5/2006
NA,VIC-2,2006,9,5,46.1765,-63.6027,NA,NUS,1.62,9/5/2006
NA,CAR-1,2006,9,5,45.7522,-62.6083,NA,NUS,2.38,9/5/2006
NA,CAR-2,2006,9,5,45.8197,-62.6368,NA,NUS,1.74,9/5/2006
NA,PUG-1,2006,9,6,45.9392,-63.6879,NA,NUS,1.68,9/6/2006
NA,PUG-2,2006,9,6,46.0382,-63.5865,NA,NUS,2.08,9/6/2006
NA,CJ-1,2006,9,5,45.8284,-63.114,NA,NUS,2.32,9/5/2006
NA,CJ-2,2006,9,5,45.8572,-63.1173,NA,NUS,2.26,9/5/2006
NA,CJ-3,2006,9,5,45.8949,-63.1481,NA,NUS,1.66,9/5/2006
NA,EB-1,2006,9,5,46.4923,-64.1909,NA,NUS,2.08,9/5/2006
NA,CAP-1,2006,9,5,46.2719,-64.2808,NA,NUS,1.48,9/5/2006
NA,CAP-2,2006,9,5,46.3435,-64.2479,NA,NUS,1.5,9/5/2006
NA,CT-1,2006,9,5,46.1723,-63.7826,NA,NUS,1.16,9/5/2006
NA,CT-2,2006,9,5,46.1845,-63.7564,NA,NUS,1.98,9/5/2006
NA,RICH-1,2006,9,5,46.7249,-64.7661,NA,NUS,1.7,9/5/2006
NA,RICH-2,2006,9,5,46.7591,-64.7151,NA,NUS,1.4,9/5/2006
NA,WI-1,2006,9,5,45.9416,-62.7316,NA,NUS,1.168571429,9/5/2006
NA,WI-2,2006,9,5,45.9228,-62.7782,NA,NUS,1.32,9/5/2006
NA,WI-3,2006,9,5,45.8828,-62.7218,NA,NUS,1.18,9/5/2006
NA,HB-1,2006,9,5,46.049,-63.1399,NA,NUS,2.28,9/5/2006
NA,HB-2,2006,9,5,45.9784,-63.1429,NA,NUS,1.38,9/5/2006
NA,MC-1,2006,9,5,46.204,-63.9583,NA,NUS,1.9,9/5/2006
NA,MC-2,2006,9,5,46.2408,-63.9307,NA,NUS,1.66,9/5/2006
NA,SUM-1,2006,9,5,46.3317,-63.9085,NA,NUS,2.26,9/5/2006
NA,SUM-2,2006,9,5,46.3027,-63.9238,NA,NUS,1.12,9/5/2006
NA,VIC-1,2006,9,19,46.1558,-63.5385,NA,NUS,2.08,9/19/2006
NA,VIC-2,2006,9,19,46.1765,-63.6027,NA,NUS,1.82,9/19/2006
NA,CAR-1,2006,9,19,45.7522,-62.6083,NA,NUS,1.64,9/19/2006
NA,CAR-2,2006,9,19,45.8197,-62.6368,NA,NUS,2.92,9/19/2006
NA,PUG-1,2006,9,19,45.9392,-63.6879,NA,NUS,1.94,9/19/2006
NA,PUG-2,2006,9,19,46.0382,-63.5865,NA,NUS,1.9,9/19/2006
NA,CJ-1,2006,9,19,45.8284,-63.114,NA,NUS,2.18,9/19/2006
NA,CJ-2,2006,9,19,45.8572,-63.1173,NA,NUS,1.66,9/19/2006
NA,CJ-3,2006,9,19,45.8949,-63.1481,NA,NUS,1.36,9/19/2006
NA,EB-1,2006,9,19,46.4923,-64.1909,NA,NUS,1.35,9/19/2006
NA,CAP-2,2006,9,19,46.3435,-64.2479,NA,NUS,1.76,9/19/2006
NA,CT-1,2006,9,19,46.1723,-63.7826,NA,NUS,1.96,9/19/2006
NA,CT-2,2006,9,19,46.1845,-63.7564,NA,NUS,1.64,9/19/2006
NA,RICH-1,2006,9,19,46.7249,-64.7661,NA,NUS,2.4,9/19/2006
NA,RICH-2,2006,9,19,46.7591,-64.7151,NA,NUS,1,9/19/2006
NA,WI-1,2006,9,19,45.9416,-62.7316,NA,NUS,1.74,9/19/2006
NA,WI-2,2006,9,19,45.9228,-62.7782,NA,NUS,1.32,9/19/2006
NA,WI-3,2006,9,19,45.8828,-62.7218,NA,NUS,1.3,9/19/2006
NA,HB-1,2006,9,19,46.049,-63.1399,NA,NUS,1.68,9/19/2006
NA,HB-2,2006,9,19,45.9784,-63.1429,NA,NUS,1.4,9/19/2006
NA,MC-1,2006,9,19,46.204,-63.9583,NA,NUS,1.72,9/19/2006
NA,MC-2,2006,9,19,46.2408,-63.9307,NA,NUS,2.14,9/19/2006
NA,VIC-1,2006,10,3,46.1558,-63.5385,NA,NUS,12.3,10/3/2006
NA,VIC-2,2006,10,3,46.1765,-63.6027,NA,NUS,5.66,10/3/2006
NA,CAR-1,2006,10,4,45.7522,-62.6083,NA,NUS,5.476923077,10/4/2006
NA,CAR-2,2006,10,4,45.8197,-62.6368,NA,NUS,5.029411765,10/4/2006
NA,PUG-1,2006,10,4,45.9392,-63.6879,NA,NUS,1.684210526,10/4/2006
NA,PUG-2,2006,10,4,46.0382,-63.5865,NA,NUS,1.768115942,10/4/2006
NA,CJ-1,2006,10,4,45.8284,-63.114,NA,NUS,2.563380282,10/4/2006
NA,CJ-2,2006,10,4,45.8572,-63.1173,NA,NUS,2.628571429,10/4/2006
NA,CJ-3,2006,10,4,45.8949,-63.1481,NA,NUS,2.173913043,10/4/2006
NA,CAP-1,2006,10,3,46.2719,-64.2808,NA,NUS,3.074626866,10/3/2006
NA,CAP-2,2006,10,3,46.3435,-64.2479,NA,NUS,2.4,10/3/2006
NA,CT-1,2006,10,3,46.1723,-63.7826,NA,NUS,12.81081081,10/3/2006
NA,CT-2,2006,10,3,46.1845,-63.7564,NA,NUS,2.9,10/3/2006
NA,RICH-2,2006,10,3,46.7591,-64.7151,NA,NUS,3.4,10/3/2006
NA,WI-1,2006,10,4,45.9416,-62.7316,NA,NUS,3.454545455,10/4/2006
NA,WI-2,2006,10,4,45.9228,-62.7782,NA,NUS,3.62,10/4/2006
NA,WI-3,2006,10,4,45.8828,-62.7218,NA,NUS,4.075471698,10/4/2006
NA,HB-1,2006,10,4,46.049,-63.1399,NA,NUS,2,10/4/2006
NA,HB-2,2006,10,4,45.9784,-63.1429,NA,NUS,1.5,10/4/2006
NA,MC-1,2006,10,3,46.204,-63.9583,NA,NUS,10.81481481,10/3/2006
NA,MC-2,2006,10,3,46.2408,-63.9307,NA,NUS,4.509803922,10/3/2006
NA,SUM-1,2006,10,3,46.3317,-63.9085,NA,NUS,10.53731343,10/3/2006
NA,SUM-2,2006,10,3,46.3027,-63.9238,NA,NUS,4.805970149,10/3/2006
NA,VIC-1,2006,10,17,46.1558,-63.5385,NA,NUS,2.583333333,10/17/2006
NA,VIC-2,2006,10,17,46.1765,-63.6027,NA,NUS,1.72,10/17/2006
NA,CAR-1,2006,10,17,45.7522,-62.6083,NA,NUS,1.487179487,10/17/2006
NA,CAR-2,2006,10,17,45.8197,-62.6368,NA,NUS,1.6,10/17/2006
NA,PUG-1,2006,10,17,45.9392,-63.6879,NA,NUS,1.435897436,10/17/2006
NA,PUG-2,2006,10,17,46.0382,-63.5865,NA,NUS,1.3,10/17/2006
NA,CJ-1,2006,10,17,45.8284,-63.114,NA,NUS,1.631578947,10/17/2006
NA,CJ-2,2006,10,17,45.8572,-63.1173,NA,NUS,1.625,10/17/2006
NA,CJ-3,2006,10,17,45.8949,-63.1481,NA,NUS,1.513513514,10/17/2006
NA,EB-1,2006,10,17,46.4923,-64.1909,NA,NUS,2.535211268,10/17/2006
NA,CAP-1,2006,10,16,46.2719,-64.2808,NA,NUS,2.197125257,10/16/2006
NA,CAP-2,2006,10,16,46.3435,-64.2479,NA,NUS,1.8,10/16/2006
NA,CT-1,2006,10,16,46.1723,-63.7826,NA,NUS,2.6875,10/16/2006
NA,CT-2,2006,10,16,46.1845,-63.7564,NA,NUS,2.361702128,10/16/2006
NA,RICH-1,2006,10,16,46.7249,-64.7661,NA,NUS,3.162162162,10/16/2006
NA,RICH-2,2006,10,16,46.7591,-64.7151,NA,NUS,3.009708738,10/16/2006
NA,WI-1,2006,10,17,45.9416,-62.7316,NA,NUS,2.173913043,10/17/2006
NA,WI-2,2006,10,17,45.9228,-62.7782,NA,NUS,1.846153846,10/17/2006
NA,WI-3,2006,10,17,45.8828,-62.7218,NA,NUS,1.090909091,10/17/2006
NA,HB-1,2006,10,17,46.049,-63.1399,NA,NUS,1.967871486,10/17/2006
NA,HB-2,2006,10,17,45.9784,-63.1429,NA,NUS,1.88,10/17/2006
NA,MC-1,2006,10,16,46.204,-63.9583,NA,NUS,2.505494505,10/16/2006
NA,MC-2,2006,10,16,46.2408,-63.9307,NA,NUS,1.621052632,10/16/2006
NA,SUM-1,2006,10,16,46.3317,-63.9085,NA,NUS,2.876470588,10/16/2006
NA,SUM-2,2006,10,16,46.3027,-63.9238,NA,NUS,1.988795518,10/16/2006
NA,VIC-1,2006,11,1,46.1558,-63.5385,NA,NUS,3.064516129,11/1/2006
NA,VIC-2,2006,11,1,46.1765,-63.6027,NA,NUS,3.0625,11/1/2006
NA,CAR-1,2006,11,1,45.7522,-62.6083,NA,NUS,2,11/1/2006
NA,CAR-2,2008,11,1,45.8197,-62.6368,NA,NUS,1.972222222,11/1/2008
NA,PUG-1,2006,10,31,45.9392,-63.6879,NA,NUS,4.535211268,10/31/2006
NA,PUG-2,2006,10,31,46.0382,-63.5865,NA,NUS,10.27027027,10/31/2006
NA,CJ-1,2006,10,31,45.8284,-63.114,NA,NUS,8.02739726,10/31/2006
NA,CJ-2,2006,10,31,45.8572,-63.1173,NA,NUS,3.621621622,10/31/2006
NA,CJ-3,2006,10,31,45.8949,-63.1481,NA,NUS,2.933333333,10/31/2006
NA,EB-1,2006,11,1,46.4923,-64.1909,NA,NUS,8.144927536,11/1/2006
NA,CAP-2,2006,11,1,46.3435,-64.2479,NA,NUS,2.794117647,11/1/2006
NA,CT-1,2006,11,1,46.1723,-63.7826,NA,NUS,4.149253731,11/1/2006
NA,CT-2,2006,11,1,46.1845,-63.7564,NA,NUS,7.444444444,11/1/2006
NA,RICH-1,2006,10,31,46.7249,-64.7661,NA,NUS,4.777777778,10/31/2006
NA,RICH-2,2007,10,31,46.7591,-64.7151,NA,NUS,2.692307692,10/31/2007
NA,WI-1,2006,11,1,45.9416,-62.7316,NA,NUS,5.714285714,11/1/2006
NA,WI-2,2006,11,1,45.9228,-62.7782,NA,NUS,3.815384615,11/1/2006
NA,WI-3,2006,11,1,45.8828,-62.7218,NA,NUS,2.298507463,11/1/2006
NA,HB-1,2006,11,1,46.049,-63.1399,NA,NUS,2.212121212,11/1/2006
NA,HB-2,2006,11,1,45.9784,-63.1429,NA,NUS,6.342857143,11/1/2006
NA,PM,2016,8,4,45.68727,-62.6475,1,NUS,3.14,8/4/2016
NA,PM,2016,8,4,45.68628,-62.62968,1,NUS,2.28,8/4/2016
NA,PM,2016,8,4,45.69383,-62.60623,1,NUS,2.41,8/4/2016
NA,PM,2016,8,4,45.717,-62.56077,1,NUS,7.25,8/4/2016
NA,CAR,2016,8,5,45.8216,-62.63993,1,NUS,2.17,8/5/2016
NA,CAR,2016,8,5,45.74015,-62.71357,1,NUS,2.57,8/5/2016
NA,CAR,2016,8,5,45.7496,-62.67675,1,NUS,1.41,8/5/2016
NA,CAR,2016,8,5,45.75303,-62.60815,1,NUS,1.73,8/5/2016
NA,CAR,2016,8,9,45.75303,-62.60815,1,NUS,1.77,8/9/2016
NA,MG,2016,8,9,45.68273,-62.50638,1,NUS,1.71,8/9/2016
NA,MG,2016,8,9,45.65833,-62.47277,1,NUS,1.81,8/9/2016
NA,MG,2016,8,9,45.64613,-62.4691,1,NUS,2.01,8/9/2016
NA,MG,2016,8,9,45.64712,-62.41732,1,NUS,2.84,8/9/2016
NA,PH,2016,8,9,45.67928,-62.6858,1,NUS,4.02,8/9/2016
NA,PH,2016,8,9,45.66543,-62.71513,1,NUS,3.04,8/9/2016
NA,PH,2016,8,9,45.64882,-62.69927,1,NUS,2.68,8/9/2016
NA,WI,2016,8,10,45.9427,-62.73238,1,NUS,2.54,8/10/2016
NA,WI,2016,8,10,45.92308,-62.78012,1,NUS,2.49,8/10/2016
NA,WI,2016,8,10,45.88248,-62.72247,1,NUS,2.28,8/10/2016
NA,CAR,2016,8,10,45.81943,-62.63673,1,NUS,0.84,8/10/2016
NA,HB,2016,8,16,46.04907,-63.1401,1,NUS,1.19,8/16/2016
NA,HB,2016,8,16,45.9779,-63.14317,1,NUS,2.37,8/16/2016
NA,CJ,2016,8,16,45.89492,-63.14732,1,NUS,0.93,8/16/2016
NA,CJ,2016,8,16,45.85628,-63.11622,1,NUS,1.32,8/16/2016
NA,CJ,2016,8,16,45.82843,-63.1139,1,NUS,2.24,8/16/2016
